;von;bis;;
Datum:;20.07.2020;20.07.2020;;
Enthalt Z;69;69;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1118.60;99.69 %;
Auslagen;;;2.00;0.18 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;1.50;0.13 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;2.00;0.18 %;
5.0%;;;832.40;74.28 %;
16.0%;;;286.20;25.54 %;
Total;;;1120.60;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;2.00;0.19 %;
5.0%;;;792.81;76.12 %;
16.0%;;;246.77;23.69 %;
Total;;;1041.58;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;39.59;50.10 %;
16.0%;;;39.43;49.90 %;
Total;;;79.02;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;126;814.10;72.65 %;0.00
Maestro;;12;121.60;10.85 %;1.50
MasterCard;;2;32.90;2.94 %;0.00
Mehrzweckgutschein;;2;23.40;2.09 %;0.00
Visa;;4;105.70;9.43 %;0.00
Visa Electron;;2;22.90;2.04 %;0.00
Total;;148;1120.60;100.00 %;1.50
;;;;
Umsatzdetails;;;;;
Anna;;;18.20;1.63 %;0.00
Emanuel;;;37.30;3.33 %;0.00
Lena;;;228.70;20.45 %;0.00
Moritz;;;357.20;31.93 %;1.50
Slobo;;;477.20;42.66 %;0.00
Total;;;1118.60;100.00 %;1.50
;;;;
Stornos;;;;;
vertippt;;9;30.40;100.00 %;
Total;;9;30.40;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;100;696.90;62.19 %;
Tisch 1;;3;25.00;2.23 %;
Tisch 10;;2;24.00;2.14 %;
Tisch 11;;3;19.20;1.71 %;
Tisch 12;;2;8.00;0.71 %;
Tisch 13;;3;46.80;4.18 %;
Tisch 14;;2;38.00;3.39 %;
Tisch 15;;4;28.60;2.55 %;
Tisch 16;;1;4.20;0.37 %;
Tisch 19;;1;7.00;0.62 %;
Tisch 2;;6;40.20;3.59 %;
Tisch 20;;2;12.70;1.13 %;
Tisch 3;;6;85.30;7.61 %;
Tisch 30;;1;8.40;0.75 %;
Tisch 4;;3;27.90;2.49 %;
Tisch 5;;5;33.80;3.02 %;
Tisch 9;;1;14.60;1.30 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;231;701.70;62.62 %;;36;125.20;;195;576.50
Sonstiges;;23;297.50;26.55 %;;3;31.50;;20;266.00
Speisen;;34;121.40;10.83 %;;7;28.50;;27;92.90
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Kaffee;;145;403.80;36.03 %;;22;73.80;;123;330.00
Röstkaffee;;23;297.50;26.55 %;;3;31.50;;20;266.00
Sommer;;66;247.40;22.08 %;;9;35.00;;57;212.40
Speisen;;34;121.40;10.83 %;;7;28.50;;27;92.90
Non Kaffee;;18;43.50;3.88 %;;4;12.60;;14;30.90
Hafer;;2;7.00;0.62 %;;1;3.80;;1;3.20
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
