;von;bis;;
Datum:;28.07.2022;28.07.2022;;
Enthalt Z;770;770;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1971.90;98.60 %;
Auslagen;;;25.00;1.25 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;2.90;0.15 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;25.00;1.25 %;
19.0%;;;887.40;44.44 %;
7.0%;;;1084.50;54.31 %;
Total;;;1996.90;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;25.00;1.40 %;
19.0%;;;745.66;41.79 %;
7.0%;;;1013.65;56.81 %;
Total;;;1784.31;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
19.0%;;;141.74;66.67 %;
7.0%;;;70.85;33.33 %;
Total;;;212.59;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;137;735.70;36.84 %;0.00
Maestro;;66;607.30;30.41 %;0.00
MasterCard;;16;138.90;6.96 %;0.00
Mehrzweckgutschein;;5;53.20;2.66 %;0.00
Visa;;22;257.00;12.87 %;1.60
Visa Electron;;20;204.80;10.26 %;1.30
Total;;266;1996.90;100.00 %;2.90
;;;;
Umsatzdetails;;;;;
Anna;;;438.20;22.22 %;1.60
Anna S.;;;513.80;26.06 %;0.00
Artyom;;;380.90;19.32 %;0.00
Mik;;;350.30;17.76 %;1.30
Raquel;;;288.70;14.64 %;0.00
Total;;;1971.90;100.00 %;2.90
;;;;
Stornos;;;;;
vertippt;;2;8.60;67.19 %;
Änderung durch Gast;;1;4.20;32.81 %;
Total;;3;12.80;100.00 %;
;;;;
Rabatte;;;;;
Staff Beans & Food 25%;;2;3.10;40.79 %;
Staff Bottled Drinks;;2;4.50;59.21 %;
Total;;4;7.60;100.00 %;
;;;;
Tische;;;;;
Theke;;263;1996.90;100.00 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;394;1092.00;54.68 %;;121;431.30;;273;660.70
Sonstiges;;37;507.00;25.39 %;;4;42.00;;33;465.00
Speisen;;119;397.90;19.93 %;;44;135.40;;75;262.50
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Speisen;;119;397.90;19.93 %;;44;135.40;;75;262.50
Hafer;;114;373.60;18.71 %;;42;161.40;;72;212.20
Röstkaffee;;30;373.50;18.70 %;;4;42.00;;26;331.50
Milchmischgetränke;;136;372.80;18.67 %;;35;124.80;;101;248.00
Summer;;37;146.40;7.33 %;;22;89.80;;15;56.60
Kaffee;;74;145.20;7.27 %;;18;45.40;;56;99.80
Equipment_;;4;103.50;5.18 %;;0;0.00;;4;103.50
Non Kaffee;;32;50.60;2.53 %;;4;9.90;;28;40.70
Gutscheine;;3;30.00;1.50 %;;0;0.00;;3;30.00
Decaf;;1;3.40;0.17 %;;0;0.00;;1;3.40
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Hafer Flat White auf Eis;0;44;184.80;9.25 %;;18;75.60;;26;109.20
Cappuccino;0;48;163.20;8.17 %;;22;74.80;;26;88.40
MUYU 250g;0;12;114.00;5.71 %;;1;9.50;;11;104.50
Banana Bread;0;22;81.70;4.09 %;;3;11.40;;19;70.30
Hafer Cappuccino;0;24;81.60;4.09 %;;11;37.40;;13;44.20
Flat White auf Eis;0;18;75.60;3.79 %;;1;4.20;;17;71.40
MUYU 1000g;0;2;68.00;3.41 %;;0;0.00;;2;68.00
Kanelbullar;0;21;67.20;3.37 %;;9;28.80;;12;38.40
Tasse M;0;2;56.00;2.80 %;;0;0.00;;2;56.00
Croissant;0;21;50.40;2.52 %;;12;28.80;;9;21.60
Pain au Chocolat;0;18;50.40;2.52 %;;9;25.20;;9;25.20
Hafer Flat White;0;13;49.40;2.47 %;;8;30.40;;5;19.00
CUERPO 250g;0;5;47.50;2.38 %;;1;9.50;;4;38.00
Nitro Americano;0;13;46.80;2.34 %;;3;10.80;;10;36.00
Espresso Tonic;0;11;46.20;2.31 %;;8;33.60;;3;12.60
EL CARMEN Decaf 250g;0;4;46.00;2.30 %;;2;23.00;;2;23.00
Flat White;0;12;45.60;2.28 %;;4;15.20;;8;30.40
Flat White auf Eis.;0;10;42.00;2.10 %;;9;37.80;;1;4.20
Filterkaffee;0;14;36.40;1.82 %;;4;10.40;;10;26.00
Tasse L;0;1;35.00;1.75 %;;0;0.00;;1;35.00
Kuchen Maple Carrot;0;7;33.60;1.68 %;;0;0.00;;7;33.60
Cappuccino groß;0;8;33.60;1.68 %;;3;12.60;;5;21.00
Hafer Cappuccino Groß;0;8;33.60;1.68 %;;2;8.40;;6;25.20
Sandwich Vegetarisch;0;7;32.40;1.62 %;;3;14.40;;4;18.00
10€ Gutschein;0;3;30.00;1.50 %;;0;0.00;;3;30.00
MUYU BOTTLE 365;0;2;27.00;1.35 %;;0;0.00;;2;27.00
Caffé Latte;0;7;25.20;1.26 %;;3;10.80;;4;14.40
Espresso Single;0;11;24.20;1.21 %;;4;8.80;;7;15.40
Espresso Doppio Macchiato;0;8;24.00;1.20 %;;3;9.00;;5;15.00
MIKOLAJ Limonade;0;6;22.80;1.14 %;;1;3.80;;5;19.00
Granola;0;5;21.00;1.05 %;;2;8.40;;3;12.60
Espresso Doppio;0;8;20.80;1.04 %;;1;2.60;;7;18.20
ReCup ausgeben ´;0;20;20.00;1.00 %;;0;0.00;;20;20.00
NY cheesecake;0;4;19.20;0.96 %;;1;4.80;;3;14.40
MUYU 500g;0;1;18.00;0.90 %;;0;0.00;;1;18.00
Cookie;0;8;17.60;0.88 %;;4;8.80;;4;8.80
DON MARTIN 250g;0;1;16.50;0.83 %;;0;0.00;;1;16.50
Espresso Macchiato;0;6;14.40;0.72 %;;1;2.40;;5;12.00
Apfelschorle;0;6;13.50;0.68 %;;0;0.00;;6;13.50
BREW Buch;0;1;12.50;0.63 %;;0;0.00;;1;12.50
EL MORENO 250g;0;1;12.50;0.63 %;;0;0.00;;1;12.50
IZUBA 250g;0;1;12.50;0.63 %;;0;0.00;;1;12.50
Americano groß;0;4;12.00;0.60 %;;2;6.00;;2;6.00
Caffé Latte doppelt;0;3;12.00;0.60 %;;0;0.00;;3;12.00
Sapto Wening 250g;0;1;11.50;0.58 %;;0;0.00;;1;11.50
Cold Brew;0;3;11.40;0.57 %;;2;7.60;;1;3.80
Mineralwasser Sprudel;0;4;11.20;0.56 %;;2;5.60;;2;5.60
Americano;0;4;11.20;0.56 %;;2;5.60;;2;5.60
Hafer Caffè Latte;0;3;10.80;0.54 %;;2;7.20;;1;3.60
Kinder Kakao;0;3;9.60;0.48 %;;1;3.20;;2;6.40
Sandwich Vegan;0;2;9.60;0.48 %;;1;4.80;;1;4.80
ReCup ausgeben*;0;8;8.00;0.40 %;;0;0.00;;8;8.00
Lemon Poppy Cake;0;2;7.60;0.38 %;;0;0.00;;2;7.60
Hazelnut orange tarte;0;2;7.20;0.36 %;;0;0.00;;2;7.20
Hafer Espresso Macchiato;0;3;7.20;0.36 %;;1;2.40;;2;4.80
ReCup ausgeben_;0;7;7.00;0.35 %;;0;0.00;;7;7.00
Mineralwasser Still;0;2;5.60;0.28 %;;0;0.00;;2;5.60
Hand Brew;0;1;4.60;0.23 %;;0;0.00;;1;4.60
Kakao;0;1;4.00;0.20 %;;1;4.00;;0;0.00
Hafer Caffè Latte doppelt;0;1;4.00;0.20 %;;0;0.00;;1;4.00
Decaf Cappuccino;0;1;3.40;0.17 %;;0;0.00;;1;3.40
Hafer Kinder Kakao;0;1;3.20;0.16 %;;0;0.00;;1;3.20
Milchschaum Kids;0;5;2.50;0.13 %;;1;0.50;;4;2.00
ReCup ausgeben **;0;2;2.00;0.10 %;;0;0.00;;2;2.00
Extra Shot;0;1;0.60;0.03 %;;1;0.60;;0;0.00
ReCup annehmen **;0;7;-7.00;-0.35 %;;0;0.00;;7;-7.00
ReCup annehmen*;0;9;-9.00;-0.45 %;;0;0.00;;9;-9.00
ReCup annehmen;0;10;-10.00;-0.50 %;;0;0.00;;10;-10.00
ReCup annehmen ´;0;16;-16.00;-0.80 %;;0;0.00;;16;-16.00
;;;;
