EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : daily Wind speed in 0.1 m/s
23-27 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, STUTTGART/ECHTERDINGEN (STAID: 2763).
Blended and updated with sources: 115709 910738 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
115709,19650312,    4,    0
115709,19650313,    8,    0
115709,19650314,    9,    0
115709,19650315,   22,    0
115709,19650316,   35,    0
115709,19650317,   26,    0
115709,19650318,   44,    0
115709,19650319,   32,    0
115709,19650320,   25,    0
115709,19650321,   42,    0
115709,19650322,   21,    0
115709,19650323,   27,    0
115709,19650324,   54,    0
115709,19650325,   47,    0
115709,19650326,   75,    0
115709,19650327,   27,    0
115709,19650328,   18,    0
115709,19650329,   10,    0
115709,19650330,   21,    0
115709,19650331,   29,    0
115709,19650401,   17,    0
115709,19650402,    9,    0
115709,19650403,   19,    0
115709,19650404,   27,    0
115709,19650405,   15,    0
115709,19650406,   17,    0
115709,19650407,   16,    0
115709,19650408,   15,    0
115709,19650409,   26,    0
115709,19650410,   19,    0
115709,19650411,   29,    0
115709,19650412,   42,    0
115709,19650413,   36,    0
115709,19650414,   11,    0
115709,19650415,   25,    0
115709,19650416,   47,    0
115709,19650417,   49,    0
115709,19650418,   58,    0
115709,19650419,   43,    0
115709,19650420,   43,    0
115709,19650421,   48,    0
115709,19650422,   37,    0
115709,19650423,   32,    0
115709,19650424,   37,    0
115709,19650425,   35,    0
115709,19650426,   34,    0
115709,19650427,   31,    0
115709,19650428,   27,    0
115709,19650429,   65,    0
115709,19650430,   31,    0
115709,19650501,   19,    0
115709,19650502,   20,    0
115709,19650503,   18,    0
115709,19650504,   50,    0
115709,19650505,   59,    0
115709,19650506,   45,    0
115709,19650507,   42,    0
115709,19650508,   41,    0
115709,19650509,   49,    0
115709,19650510,   69,    0
115709,19650511,   33,    0
115709,19650512,   15,    0
115709,19650513,   10,    0
115709,19650514,    9,    0
115709,19650515,   40,    0
115709,19650516,   28,    0
115709,19650517,   31,    0
115709,19650518,   17,    0
115709,19650519,   30,    0
115709,19650520,   14,    0
115709,19650521,   18,    0
115709,19650522,   28,    0
115709,19650523,   12,    0
115709,19650524,   15,    0
115709,19650525,   20,    0
115709,19650526,   21,    0
115709,19650527,   12,    0
115709,19650528,   17,    0
115709,19650529,   30,    0
115709,19650530,   18,    0
115709,19650531,   31,    0
115709,19650601,   33,    0
115709,19650602,   15,    0
115709,19650603,   23,    0
115709,19650604,   22,    0
115709,19650605,   25,    0
115709,19650606,   21,    0
115709,19650607,   22,    0
115709,19650608,   35,    0
115709,19650609,   49,    0
115709,19650610,   44,    0
115709,19650611,   37,    0
115709,19650612,   14,    0
115709,19650613,   20,    0
115709,19650614,   19,    0
115709,19650615,   11,    0
115709,19650616,   32,    0
115709,19650617,   65,    0
115709,19650618,   44,    0
115709,19650619,   38,    0
115709,19650620,    9,    0
115709,19650621,   15,    0
115709,19650622,   33,    0
115709,19650623,   20,    0
115709,19650624,   19,    0
115709,19650625,   13,    0
115709,19650626,   33,    0
115709,19650627,   22,    0
115709,19650628,   15,    0
115709,19650629,   12,    0
115709,19650630,   19,    0
115709,19650701,   22,    0
115709,19650702,   27,    0
115709,19650703,   23,    0
115709,19650704,   18,    0
115709,19650705,   41,    0
115709,19650706,   32,    0
115709,19650707,   28,    0
115709,19650708,   53,    0
115709,19650709,   27,    0
115709,19650710,   37,    0
115709,19650711,   25,    0
115709,19650712,   40,    0
115709,19650713,   17,    0
115709,19650714,   20,    0
115709,19650715,   30,    0
115709,19650716,   18,    0
115709,19650717,   26,    0
115709,19650718,   16,    0
115709,19650719,   10,    0
115709,19650720,   17,    0
115709,19650721,   37,    0
115709,19650722,   14,    0
115709,19650723,   23,    0
115709,19650724,   24,    0
115709,19650725,   28,    0
115709,19650726,   37,    0
115709,19650727,   44,    0
115709,19650728,   24,    0
115709,19650729,   46,    0
115709,19650730,   46,    0
115709,19650731,   49,    0
115709,19650801,   19,    0
115709,19650802,   26,    0
115709,19650803,   49,    0
115709,19650804,   22,    0
115709,19650805,   13,    0
115709,19650806,   16,    0
115709,19650807,   18,    0
115709,19650808,   36,    0
115709,19650809,   14,    0
115709,19650810,   15,    0
115709,19650811,   10,    0
115709,19650812,   11,    0
115709,19650813,   20,    0
115709,19650814,   19,    0
115709,19650815,   10,    0
115709,19650816,   10,    0
115709,19650817,    7,    0
115709,19650818,    8,    0
115709,19650819,    6,    0
115709,19650820,   15,    0
115709,19650821,   12,    0
115709,19650822,   17,    0
115709,19650823,   17,    0
115709,19650824,   20,    0
115709,19650825,   50,    0
115709,19650826,   22,    0
115709,19650827,   18,    0
115709,19650828,   13,    0
115709,19650829,   31,    0
115709,19650830,   20,    0
115709,19650831,   11,    0
115709,19650901,   26,    0
115709,19650902,   29,    0
115709,19650903,   32,    0
115709,19650904,   28,    0
115709,19650905,   18,    0
115709,19650906,   29,    0
115709,19650907,   45,    0
115709,19650908,   32,    0
115709,19650909,   27,    0
115709,19650910,   16,    0
115709,19650911,   25,    0
115709,19650912,   27,    0
115709,19650913,   24,    0
115709,19650914,   13,    0
115709,19650915,    9,    0
115709,19650916,   13,    0
115709,19650917,   10,    0
115709,19650918,   29,    0
115709,19650919,   19,    0
115709,19650920,   11,    0
115709,19650921,   14,    0
115709,19650922,   10,    0
115709,19650923,    9,    0
115709,19650924,    9,    0
115709,19650925,   15,    0
115709,19650926,   14,    0
115709,19650927,   17,    0
115709,19650928,   19,    0
115709,19650929,   22,    0
115709,19650930,   13,    0
115709,19651001,   15,    0
115709,19651002,   15,    0
115709,19651003,    9,    0
115709,19651004,    9,    0
115709,19651005,   12,    0
115709,19651006,    9,    0
115709,19651007,    7,    0
115709,19651008,   12,    0
115709,19651009,   24,    0
115709,19651010,   23,    0
115709,19651011,   10,    0
115709,19651012,    8,    0
115709,19651013,    9,    0
115709,19651014,   11,    0
115709,19651015,   14,    0
115709,19651016,   21,    0
115709,19651017,   21,    0
115709,19651018,   13,    0
115709,19651019,   14,    0
115709,19651020,   15,    0
115709,19651021,   11,    0
115709,19651022,   16,    0
115709,19651023,    5,    0
115709,19651024,   13,    0
115709,19651025,    8,    0
115709,19651026,    7,    0
115709,19651027,   10,    0
115709,19651028,   25,    0
115709,19651029,   33,    0
115709,19651030,   19,    0
115709,19651031,   42,    0
115709,19651101,   56,    0
115709,19651102,   55,    0
115709,19651103,   23,    0
115709,19651104,   24,    0
115709,19651105,   23,    0
115709,19651106,   14,    0
115709,19651107,   13,    0
115709,19651108,   13,    0
115709,19651109,   10,    0
115709,19651110,    8,    0
115709,19651111,   20,    0
115709,19651112,   36,    0
115709,19651113,   26,    0
115709,19651114,   12,    0
115709,19651115,   14,    0
115709,19651116,   21,    0
115709,19651117,   18,    0
115709,19651118,   15,    0
115709,19651119,   23,    0
115709,19651120,   22,    0
115709,19651121,   63,    0
115709,19651122,   30,    0
115709,19651123,   11,    0
115709,19651124,   52,    0
115709,19651125,   20,    0
115709,19651126,   42,    0
115709,19651127,   57,    0
115709,19651128,   60,    0
115709,19651129,   43,    0
115709,19651130,   87,    0
115709,19651201,   60,    0
115709,19651202,   41,    0
115709,19651203,   54,    0
115709,19651204,   53,    0
115709,19651205,   74,    0
115709,19651206,   81,    0
115709,19651207,   35,    0
115709,19651208,   20,    0
115709,19651209,   51,    0
115709,19651210,   77,    0
115709,19651211,   40,    0
115709,19651212,   36,    0
115709,19651213,   67,    0
115709,19651214,   29,    0
115709,19651215,   10,    0
115709,19651216,    5,    0
115709,19651217,   48,    0
115709,19651218,   64,    0
115709,19651219,   51,    0
115709,19651220,   22,    0
115709,19651221,   35,    0
115709,19651222,   38,    0
115709,19651223,   27,    0
115709,19651224,   46,    0
115709,19651225,   64,    0
115709,19651226,   38,    0
115709,19651227,   22,    0
115709,19651228,   26,    0
115709,19651229,   21,    0
115709,19651230,   48,    0
115709,19651231,   38,    0
115709,19660101,   74,    0
115709,19660102,   81,    0
115709,19660103,   59,    0
115709,19660104,   40,    0
115709,19660105,    8,    0
115709,19660106,   24,    0
115709,19660107,    6,    0
115709,19660108,    8,    0
115709,19660109,   14,    0
115709,19660110,   25,    0
115709,19660111,   42,    0
115709,19660112,   36,    0
115709,19660113,   22,    0
115709,19660114,   13,    0
115709,19660115,   10,    0
115709,19660116,    4,    0
115709,19660117,    5,    0
115709,19660118,    6,    0
115709,19660119,    7,    0
115709,19660120,    5,    0
115709,19660121,    5,    0
115709,19660122,   16,    0
115709,19660123,   52,    0
115709,19660124,   10,    0
115709,19660125,   21,    0
115709,19660126,   10,    0
115709,19660127,   23,    0
115709,19660128,   31,    0
115709,19660129,    8,    0
115709,19660130,   20,    0
115709,19660131,   34,    0
115709,19660201,   18,    0
115709,19660202,    4,    0
115709,19660203,   16,    0
115709,19660204,   11,    0
115709,19660205,   62,    0
115709,19660206,   44,    0
115709,19660207,   56,    0
115709,19660208,   54,    0
115709,19660209,   49,    0
115709,19660210,   35,    0
115709,19660211,   11,    0
115709,19660212,    7,    0
115709,19660213,   20,    0
115709,19660214,   33,    0
115709,19660215,   14,    0
115709,19660216,   10,    0
115709,19660217,   12,    0
115709,19660218,   23,    0
115709,19660219,   21,    0
115709,19660220,   10,    0
115709,19660221,   17,    0
115709,19660222,   29,    0
115709,19660223,   37,    0
115709,19660224,   51,    0
115709,19660225,   24,    0
115709,19660226,   58,    0
115709,19660227,   35,    0
115709,19660228,   25,    0
115709,19660301,   48,    0
115709,19660302,   14,    0
115709,19660303,   17,    0
115709,19660304,   10,    0
115709,19660305,   22,    0
115709,19660306,   20,    0
115709,19660307,    8,    0
115709,19660308,   10,    0
115709,19660309,   17,    0
115709,19660310,   36,    0
115709,19660311,   59,    0
115709,19660312,   54,    0
115709,19660313,   50,    0
115709,19660314,   31,    0
115709,19660315,   48,    0
115709,19660316,   20,    0
115709,19660317,   12,    0
115709,19660318,   34,    0
115709,19660319,   40,    0
115709,19660320,   29,    0
115709,19660321,   14,    0
115709,19660322,   18,    0
115709,19660323,   48,    0
115709,19660324,   61,    0
115709,19660325,   55,    0
115709,19660326,   66,    0
115709,19660327,   95,    0
115709,19660328,   83,    0
115709,19660329,   48,    0
115709,19660330,   62,    0
115709,19660331,   36,    0
115709,19660401,   10,    0
115709,19660402,    9,    0
115709,19660403,   14,    0
115709,19660404,   19,    0
115709,19660405,   12,    0
115709,19660406,   24,    0
115709,19660407,   13,    0
115709,19660408,   19,    0
115709,19660409,   15,    0
115709,19660410,   31,    0
115709,19660411,   12,    0
115709,19660412,   10,    0
115709,19660413,   15,    0
115709,19660414,   20,    0
115709,19660415,   38,    0
115709,19660416,   36,    0
115709,19660417,   42,    0
115709,19660418,   48,    0
115709,19660419,   48,    0
115709,19660420,   23,    0
115709,19660421,   47,    0
115709,19660422,   18,    0
115709,19660423,   13,    0
115709,19660424,   27,    0
115709,19660425,   21,    0
115709,19660426,   20,    0
115709,19660427,   13,    0
115709,19660428,   28,    0
115709,19660429,   32,    0
115709,19660430,   32,    0
115709,19660501,   32,    0
115709,19660502,   12,    0
115709,19660503,    8,    0
115709,19660504,   32,    0
115709,19660505,   61,    0
115709,19660506,   33,    0
115709,19660507,   21,    0
115709,19660508,   17,    0
115709,19660509,   18,    0
115709,19660510,   16,    0
115709,19660511,   14,    0
115709,19660512,   21,    0
115709,19660513,   11,    0
115709,19660514,   17,    0
115709,19660515,   22,    0
115709,19660516,   14,    0
115709,19660517,   17,    0
115709,19660518,   15,    0
115709,19660519,   26,    0
115709,19660520,   36,    0
115709,19660521,   19,    0
115709,19660522,   23,    0
115709,19660523,   32,    0
115709,19660524,   13,    0
115709,19660525,   26,    0
115709,19660526,   56,    0
115709,19660527,   45,    0
115709,19660528,   33,    0
115709,19660529,   17,    0
115709,19660530,   18,    0
115709,19660531,   19,    0
115709,19660601,   12,    0
115709,19660602,   23,    0
115709,19660603,   11,    0
115709,19660604,   10,    0
115709,19660605,   17,    0
115709,19660606,   14,    0
115709,19660607,    7,    0
115709,19660608,    9,    0
115709,19660609,   16,    0
115709,19660610,   20,    0
115709,19660611,   26,    0
115709,19660612,   24,    0
115709,19660613,   15,    0
115709,19660614,   19,    0
115709,19660615,   15,    0
115709,19660616,   10,    0
115709,19660617,   13,    0
115709,19660618,   40,    0
115709,19660619,   19,    0
115709,19660620,   19,    0
115709,19660621,   37,    0
115709,19660622,   13,    0
115709,19660623,   17,    0
115709,19660624,   25,    0
115709,19660625,   49,    0
115709,19660626,   38,    0
115709,19660627,   46,    0
115709,19660628,   79,    0
115709,19660629,   66,    0
115709,19660630,   27,    0
115709,19660701,   11,    0
115709,19660702,    9,    0
115709,19660703,   13,    0
115709,19660704,   34,    0
115709,19660705,   21,    0
115709,19660706,   45,    0
115709,19660707,   37,    0
115709,19660708,   28,    0
115709,19660709,   13,    0
115709,19660710,    9,    0
115709,19660711,   29,    0
115709,19660712,   15,    0
115709,19660713,   25,    0
115709,19660714,   31,    0
115709,19660715,   24,    0
115709,19660716,   30,    0
115709,19660717,   19,    0
115709,19660718,   26,    0
115709,19660719,   13,    0
115709,19660720,   15,    0
115709,19660721,   16,    0
115709,19660722,   25,    0
115709,19660723,   36,    0
115709,19660724,   11,    0
115709,19660725,   37,    0
115709,19660726,   21,    0
115709,19660727,   17,    0
115709,19660728,   28,    0
115709,19660729,   19,    0
115709,19660730,   49,    0
115709,19660731,   36,    0
115709,19660801,   25,    0
115709,19660802,   27,    0
115709,19660803,   45,    0
115709,19660804,   46,    0
115709,19660805,   32,    0
115709,19660806,   23,    0
115709,19660807,   12,    0
115709,19660808,   23,    0
115709,19660809,   25,    0
115709,19660810,   20,    0
115709,19660811,   13,    0
115709,19660812,   12,    0
115709,19660813,   11,    0
115709,19660814,   34,    0
115709,19660815,   25,    0
115709,19660816,   29,    0
115709,19660817,   38,    0
115709,19660818,   22,    0
115709,19660819,   18,    0
115709,19660820,   19,    0
115709,19660821,   28,    0
115709,19660822,   33,    0
115709,19660823,   32,    0
115709,19660824,   15,    0
115709,19660825,   27,    0
115709,19660826,   23,    0
115709,19660827,   23,    0
115709,19660828,   20,    0
115709,19660829,   17,    0
115709,19660830,   24,    0
115709,19660831,   17,    0
115709,19660901,   37,    0
115709,19660902,   36,    0
115709,19660903,   56,    0
115709,19660904,   25,    0
115709,19660905,   46,    0
115709,19660906,   40,    0
115709,19660907,   17,    0
115709,19660908,   15,    0
115709,19660909,   15,    0
115709,19660910,   12,    0
115709,19660911,   11,    0
115709,19660912,   17,    0
115709,19660913,   32,    0
115709,19660914,   29,    0
115709,19660915,   39,    0
115709,19660916,   34,    0
115709,19660917,   28,    0
115709,19660918,   25,    0
115709,19660919,   23,    0
115709,19660920,   17,    0
115709,19660921,    6,    0
115709,19660922,   12,    0
115709,19660923,   12,    0
115709,19660924,    9,    0
115709,19660925,   13,    0
115709,19660926,    7,    0
115709,19660927,   10,    0
115709,19660928,   10,    0
115709,19660929,   16,    0
115709,19660930,    8,    0
115709,19661001,   18,    0
115709,19661002,   26,    0
115709,19661003,   28,    0
115709,19661004,    8,    0
115709,19661005,   12,    0
115709,19661006,   12,    0
115709,19661007,    7,    0
115709,19661008,   13,    0
115709,19661009,   11,    0
115709,19661010,   10,    0
115709,19661011,   17,    0
115709,19661012,   22,    0
115709,19661013,   10,    0
115709,19661014,   17,    0
115709,19661015,   12,    0
115709,19661016,   12,    0
115709,19661017,   16,    0
115709,19661018,   11,    0
115709,19661019,   18,    0
115709,19661020,   23,    0
115709,19661021,   36,    0
115709,19661022,   20,    0
115709,19661023,   50,    0
115709,19661024,   48,    0
115709,19661025,   17,    0
115709,19661026,   37,    0
115709,19661027,   40,    0
115709,19661028,   27,    0
115709,19661029,   48,    0
115709,19661030,   39,    0
115709,19661031,   16,    0
115709,19661101,   10,    0
115709,19661102,    8,    0
115709,19661103,   22,    0
115709,19661104,   15,    0
115709,19661105,   10,    0
115709,19661106,   10,    0
115709,19661107,    9,    0
115709,19661108,    7,    0
115709,19661109,   11,    0
115709,19661110,   37,    0
115709,19661111,   14,    0
115709,19661112,   24,    0
115709,19661113,    6,    0
115709,19661114,   13,    0
115709,19661115,   44,    0
115709,19661116,   65,    0
115709,19661117,   35,    0
115709,19661118,   29,    0
115709,19661119,   17,    0
115709,19661120,   24,    0
115709,19661121,   49,    0
115709,19661122,   24,    0
115709,19661123,    8,    0
115709,19661124,   27,    0
115709,19661125,   18,    0
115709,19661126,   23,    0
115709,19661127,   34,    0
115709,19661128,   43,    0
115709,19661129,   56,    0
115709,19661130,   65,    0
115709,19661201,   46,    0
115709,19661202,   48,    0
115709,19661203,   47,    0
115709,19661204,   13,    0
115709,19661205,   11,    0
115709,19661206,    8,    0
115709,19661207,   14,    0
115709,19661208,   20,    0
115709,19661209,   56,    0
115709,19661210,   89,    0
115709,19661211,   46,    0
115709,19661212,   51,    0
115709,19661213,   67,    0
115709,19661214,   61,    0
115709,19661215,   30,    0
115709,19661216,   11,    0
115709,19661217,   19,    0
115709,19661218,   63,    0
115709,19661219,   55,    0
115709,19661220,   78,    0
115709,19661221,   33,    0
115709,19661222,   38,    0
115709,19661223,   50,    0
115709,19661224,   70,    0
115709,19661225,   41,    0
115709,19661226,    9,    0
115709,19661227,    8,    0
115709,19661228,   24,    0
115709,19661229,   39,    0
115709,19661230,   69,    0
115709,19661231,   27,    0
115709,19670101,   47,    0
115709,19670102,   24,    0
115709,19670103,   59,    0
115709,19670104,   60,    0
115709,19670105,   27,    0
115709,19670106,   25,    0
115709,19670107,   23,    0
115709,19670108,   27,    0
115709,19670109,   14,    0
115709,19670110,    5,    0
115709,19670111,   33,    0
115709,19670112,   37,    0
115709,19670113,   50,    0
115709,19670114,   45,    0
115709,19670115,   17,    0
115709,19670116,   16,    0
115709,19670117,   11,    0
115709,19670118,   11,    0
115709,19670119,    9,    0
115709,19670120,    5,    0
115709,19670121,   29,    0
115709,19670122,   22,    0
115709,19670123,   11,    0
115709,19670124,   21,    0
115709,19670125,   28,    0
115709,19670126,   68,    0
115709,19670127,   25,    0
115709,19670128,    8,    0
115709,19670129,   12,    0
115709,19670130,    6,    0
115709,19670131,    8,    0
115709,19670201,   43,    0
115709,19670202,   68,    0
115709,19670203,   33,    0
115709,19670204,   36,    0
115709,19670205,   18,    0
115709,19670206,   11,    0
115709,19670207,   15,    0
115709,19670208,   35,    0
115709,19670209,   24,    0
115709,19670210,    6,    0
115709,19670211,   21,    0
115709,19670212,   35,    0
115709,19670213,   34,    0
115709,19670214,   15,    0
115709,19670215,   14,    0
115709,19670216,   14,    0
115709,19670217,   11,    0
115709,19670218,   12,    0
115709,19670219,   65,    0
115709,19670220,   67,    0
115709,19670221,  102,    0
115709,19670222,   61,    0
115709,19670223,   59,    0
115709,19670224,   27,    0
115709,19670225,   11,    0
115709,19670226,   16,    0
115709,19670227,   37,    0
115709,19670228,  106,    0
115709,19670301,   50,    0
115709,19670302,   76,    0
115709,19670303,   49,    0
115709,19670304,   14,    0
115709,19670305,    5,    0
115709,19670306,   16,    0
115709,19670307,   17,    0
115709,19670308,   13,    0
115709,19670309,    6,    0
115709,19670310,   42,    0
115709,19670311,   51,    0
115709,19670312,   52,    0
115709,19670313,   93,    0
115709,19670314,   36,    0
115709,19670315,   28,    0
115709,19670316,   42,    0
115709,19670317,   44,    0
115709,19670318,   70,    0
115709,19670319,   64,    0
115709,19670320,   64,    0
115709,19670321,   23,    0
115709,19670322,   27,    0
115709,19670323,   55,    0
115709,19670324,   46,    0
115709,19670325,   21,    0
115709,19670326,   56,    0
115709,19670327,   46,    0
115709,19670328,   53,    0
115709,19670329,   30,    0
115709,19670330,   22,    0
115709,19670331,   17,    0
115709,19670401,   32,    0
115709,19670402,   17,    0
115709,19670403,   47,    0
115709,19670404,   48,    0
115709,19670405,   55,    0
115709,19670406,   61,    0
115709,19670407,   50,    0
115709,19670408,   26,    0
115709,19670409,   22,    0
115709,19670410,   27,    0
115709,19670411,   23,    0
115709,19670412,   16,    0
115709,19670413,   25,    0
115709,19670414,   43,    0
115709,19670415,   35,    0
115709,19670416,   30,    0
115709,19670417,   15,    0
115709,19670418,   42,    0
115709,19670419,   17,    0
115709,19670420,   46,    0
115709,19670421,   52,    0
115709,19670422,   47,    0
115709,19670423,   41,    0
115709,19670424,   42,    0
115709,19670425,   25,    0
115709,19670426,   25,    0
115709,19670427,   21,    0
115709,19670428,   28,    0
115709,19670429,   18,    0
115709,19670430,   16,    0
115709,19670501,   47,    0
115709,19670502,   25,    0
115709,19670503,   19,    0
115709,19670504,   26,    0
115709,19670505,   24,    0
115709,19670506,   23,    0
115709,19670507,   16,    0
115709,19670508,   14,    0
115709,19670509,   17,    0
115709,19670510,   19,    0
115709,19670511,   15,    0
115709,19670512,   13,    0
115709,19670513,   25,    0
115709,19670514,   21,    0
115709,19670515,   33,    0
115709,19670516,   18,    0
115709,19670517,   20,    0
115709,19670518,   38,    0
115709,19670519,   19,    0
115709,19670520,   22,    0
115709,19670521,    9,    0
115709,19670522,   19,    0
115709,19670523,   42,    0
115709,19670524,   47,    0
115709,19670525,   64,    0
115709,19670526,   60,    0
115709,19670527,   19,    0
115709,19670528,   23,    0
115709,19670529,   34,    0
115709,19670530,   22,    0
115709,19670531,   53,    0
115709,19670601,   30,    0
115709,19670602,   12,    0
115709,19670603,   16,    0
115709,19670604,   11,    0
115709,19670605,   19,    0
115709,19670606,   14,    0
115709,19670607,   18,    0
115709,19670608,   28,    0
115709,19670609,   25,    0
115709,19670610,   33,    0
115709,19670611,   34,    0
115709,19670612,   33,    0
115709,19670613,   20,    0
115709,19670614,   34,    0
115709,19670615,   30,    0
115709,19670616,   21,    0
115709,19670617,   22,    0
115709,19670618,   15,    0
115709,19670619,   17,    0
115709,19670620,   19,    0
115709,19670621,   35,    0
115709,19670622,   15,    0
115709,19670623,   14,    0
115709,19670624,   23,    0
115709,19670625,   21,    0
115709,19670626,   25,    0
115709,19670627,   30,    0
115709,19670628,   27,    0
115709,19670629,   10,    0
115709,19670630,   14,    0
115709,19670701,   12,    0
115709,19670702,   18,    0
115709,19670703,   24,    0
115709,19670704,   22,    0
115709,19670705,   16,    0
115709,19670706,   19,    0
115709,19670707,   16,    0
115709,19670708,   38,    0
115709,19670709,   36,    0
115709,19670710,   18,    0
115709,19670711,   17,    0
115709,19670712,   10,    0
115709,19670713,   14,    0
115709,19670714,   19,    0
115709,19670715,   30,    0
115709,19670716,   13,    0
115709,19670717,   14,    0
115709,19670718,    7,    0
115709,19670719,   14,    0
115709,19670720,   20,    0
115709,19670721,   15,    0
115709,19670722,   26,    0
115709,19670723,   26,    0
115709,19670724,   15,    0
115709,19670725,   15,    0
115709,19670726,   11,    0
115709,19670727,   11,    0
115709,19670728,   13,    0
115709,19670729,   20,    0
115709,19670730,   11,    0
115709,19670731,    9,    0
115709,19670801,   14,    0
115709,19670802,   25,    0
115709,19670803,   12,    0
115709,19670804,   13,    0
115709,19670805,   30,    0
115709,19670806,   23,    0
115709,19670807,   16,    0
115709,19670808,   10,    0
115709,19670809,   20,    0
115709,19670810,   28,    0
115709,19670811,   39,    0
115709,19670812,   20,    0
115709,19670813,   40,    0
115709,19670814,   29,    0
115709,19670815,   39,    0
115709,19670816,   24,    0
115709,19670817,   27,    0
115709,19670818,   11,    0
115709,19670819,   13,    0
115709,19670820,   24,    0
115709,19670821,   25,    0
115709,19670822,   15,    0
115709,19670823,   16,    0
115709,19670824,   20,    0
115709,19670825,   11,    0
115709,19670826,   13,    0
115709,19670827,   17,    0
115709,19670828,   10,    0
115709,19670829,    9,    0
115709,19670830,   12,    0
115709,19670831,   17,    0
115709,19670901,   18,    0
115709,19670902,   26,    0
115709,19670903,   29,    0
115709,19670904,   33,    0
115709,19670905,   21,    0
115709,19670906,   20,    0
115709,19670907,   12,    0
115709,19670908,   16,    0
115709,19670909,   27,    0
115709,19670910,   25,    0
115709,19670911,   18,    0
115709,19670912,   15,    0
115709,19670913,   21,    0
115709,19670914,   11,    0
115709,19670915,   28,    0
115709,19670916,   15,    0
115709,19670917,   12,    0
115709,19670918,   11,    0
115709,19670919,   25,    0
115709,19670920,   40,    0
115709,19670921,   29,    0
115709,19670922,   39,    0
115709,19670923,    7,    0
115709,19670924,   10,    0
115709,19670925,   12,    0
115709,19670926,   17,    0
115709,19670927,   17,    0
115709,19670928,   10,    0
115709,19670929,   11,    0
115709,19670930,   28,    0
115709,19671001,    9,    0
115709,19671002,   21,    0
115709,19671003,   24,    0
115709,19671004,   43,    0
115709,19671005,   52,    0
115709,19671006,   33,    0
115709,19671007,   35,    0
115709,19671008,   31,    0
115709,19671009,   14,    0
115709,19671010,   10,    0
115709,19671011,    9,    0
115709,19671012,    8,    0
115709,19671013,   25,    0
115709,19671014,   13,    0
115709,19671015,   57,    0
115709,19671016,   73,    0
115709,19671017,   56,    0
115709,19671018,   45,    0
115709,19671019,   10,    0
115709,19671020,    8,    0
115709,19671021,    8,    0
115709,19671022,   17,    0
115709,19671023,    8,    0
115709,19671024,   14,    0
115709,19671025,   15,    0
115709,19671026,   18,    0
115709,19671027,   27,    0
115709,19671028,   50,    0
115709,19671029,   43,    0
115709,19671030,   25,    0
115709,19671031,   31,    0
115709,19671101,   46,    0
115709,19671102,   36,    0
115709,19671103,   43,    0
115709,19671104,   14,    0
115709,19671105,   36,    0
115709,19671106,   29,    0
115709,19671107,   12,    0
115709,19671108,   14,    0
115709,19671109,   10,    0
115709,19671110,   26,    0
115709,19671111,   21,    0
115709,19671112,   54,    0
115709,19671113,    9,    0
115709,19671114,   11,    0
115709,19671115,   30,    0
115709,19671116,   16,    0
115709,19671117,   21,    0
115709,19671118,    9,    0
115709,19671119,   19,    0
115709,19671120,   21,    0
115709,19671121,    9,    0
115709,19671122,    8,    0
115709,19671123,    8,    0
115709,19671124,   16,    0
115709,19671125,    8,    0
115709,19671126,    5,    0
115709,19671127,   28,    0
115709,19671128,   29,    0
115709,19671129,   54,    0
115709,19671130,   14,    0
115709,19671201,   18,    0
115709,19671202,    9,    0
115709,19671203,   19,    0
115709,19671204,   44,    0
115709,19671205,   41,    0
115709,19671206,   87,    0
115709,19671207,   53,    0
115709,19671208,   40,    0
115709,19671209,    7,    0
115709,19671210,    6,    0
115709,19671211,   12,    0
115709,19671212,   14,    0
115709,19671213,    9,    0
115709,19671214,    5,    0
115709,19671215,   17,    0
115709,19671216,   56,    0
115709,19671217,   30,    0
115709,19671218,   41,    0
115709,19671219,   58,    0
115709,19671220,   26,    0
115709,19671221,   21,    0
115709,19671222,   57,    0
115709,19671223,   87,    0
115709,19671224,   55,    0
115709,19671225,   33,    0
115709,19671226,   15,    0
115709,19671227,   20,    0
115709,19671228,   30,    0
115709,19671229,   21,    0
115709,19671230,   30,    0
115709,19671231,   47,    0
115709,19680101,   31,    0
115709,19680102,   22,    0
115709,19680103,   20,    0
115709,19680104,   61,    0
115709,19680105,   38,    0
115709,19680106,   74,    0
115709,19680107,   45,    0
115709,19680108,   30,    0
115709,19680109,   33,    0
115709,19680110,   28,    0
115709,19680111,   62,    0
115709,19680112,   45,    0
115709,19680113,    9,    0
115709,19680114,   70,    0
115709,19680115,   84,    0
115709,19680116,   45,    0
115709,19680117,   47,    0
115709,19680118,   53,    0
115709,19680119,   19,    0
