;von;bis;;
Datum:;25.09.2020;25.09.2020;;
Enthalt Z;124;124;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Getränke;;241;707.00;58.86 %;;0;0.00;;241;707.00
Sonstiges;;23;284.50;23.69 %;;0;0.00;;23;284.50
Speisen;;61;209.60;17.45 %;;0;0.00;;61;209.60
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;152;525.80;43.78 %;;0;0.00;;152;525.80
Röstkaffee;;23;284.50;23.69 %;;0;0.00;;23;284.50
Speisen;;61;209.60;17.45 %;;0;0.00;;61;209.60
Kaffee;;77;151.50;12.61 %;;0;0.00;;77;151.50
Non Kaffee;;9;19.50;1.62 %;;0;0.00;;9;19.50
Sommer;;2;7.00;0.58 %;;0;0.00;;2;7.00
Hafer;;1;3.20;0.27 %;;0;0.00;;1;3.20
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;71;227.20;18.92 %;;0;0.00;;71;227.20
Flat White;0;25;95.00;7.91 %;;0;0.00;;25;95.00
Kuchen Maple Carrot;0;19;91.20;7.59 %;;0;0.00;;19;91.20
Cappuccino groß;0;22;83.60;6.96 %;;0;0.00;;22;83.60
Prima Estate 250g;0;7;66.50;5.54 %;;0;0.00;;7;66.50
Caffé Latte;0;16;56.00;4.66 %;;0;0.00;;16;56.00
Kakao;0;16;56.00;4.66 %;;0;0.00;;16;56.00
Pain au chocolat;0;15;42.00;3.50 %;;0;0.00;;15;42.00
Banana Bread PINE NUT;0;10;38.00;3.16 %;;0;0.00;;10;38.00
Prima Estate 500g;0;2;36.00;3.00 %;;0;0.00;;2;36.00
Guji Hadeso 250g;0;2;33.00;2.75 %;;0;0.00;;2;33.00
Finca Isnul 250g;0;3;31.50;2.62 %;;0;0.00;;3;31.50
Filterkaffee;0;12;30.00;2.50 %;;0;0.00;;12;30.00
Croissant;0;15;30.00;2.50 %;;0;0.00;;15;30.00
Café Crème;0;10;25.00;2.08 %;;0;0.00;;10;25.00
Lua Clara 250g;0;2;23.00;1.91 %;;0;0.00;;2;23.00
Don Pasquale 250g;0;2;21.00;1.75 %;;0;0.00;;2;21.00
Finca Isnul 500g;0;1;20.00;1.67 %;;0;0.00;;1;20.00
Don Pasquale 500g;0;1;20.00;1.67 %;;0;0.00;;1;20.00
Tea;0;5;17.50;1.46 %;;0;0.00;;5;17.50
Espresso single;0;8;16.00;1.33 %;;0;0.00;;8;16.00
ReCup ausgeben;0;15;15.00;1.25 %;;0;0.00;;15;15.00
Doppio;0;6;15.00;1.25 %;;0;0.00;;6;15.00
Bumbogo wachend 250g;0;1;13.50;1.12 %;;0;0.00;;1;13.50
Hand Brew;0;3;13.50;1.12 %;;0;0.00;;3;13.50
Café Crème groß;0;4;12.00;1.00 %;;0;0.00;;4;12.00
El Carmen Decaf 250g;0;1;10.50;0.87 %;;0;0.00;;1;10.50
Espresso Macchiato;0;4;10.00;0.83 %;;0;0.00;;4;10.00
Americano;0;4;10.00;0.83 %;;0;0.00;;4;10.00
Papakuchi 250g;0;1;9.50;0.79 %;;0;0.00;;1;9.50
Granola COCOS;0;2;8.40;0.70 %;;0;0.00;;2;8.40
Doppio Macchiato;0;2;6.00;0.50 %;;0;0.00;;2;6.00
Americano groß;0;2;6.00;0.50 %;;0;0.00;;2;6.00
Espresso Tonic;0;1;4.20;0.35 %;;0;0.00;;1;4.20
Flat White auf Eis;0;1;4.20;0.35 %;;0;0.00;;1;4.20
Caffé Latte doppelt;0;1;3.80;0.32 %;;0;0.00;;1;3.80
Cappuccino Hafer;0;1;3.20;0.27 %;;0;0.00;;1;3.20
Americano auf Eis;0;1;2.80;0.23 %;;0;0.00;;1;2.80
ReCup ausgeben **;0;2;2.00;0.17 %;;0;0.00;;2;2.00
Milchschaum Kids;0;2;0.00;0.00 %;;0;0.00;;2;0.00
ReCup zurücknehmen;0;7;-7.00;-0.58 %;;0;0.00;;7;-7.00
;;;;
