;von;bis;;
Datum:;11.07.2020;11.07.2020;;
Enthalt Z;63;63;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1895.80;99.12 %;
Auslagen;;;16.00;0.84 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.80;0.04 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;16.00;0.84 %;
5.0%;;;1534.20;80.25 %;
16.0%;;;361.60;18.91 %;
Total;;;1911.80;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;16.00;0.89 %;
5.0%;;;1461.26;81.68 %;
16.0%;;;311.77;17.43 %;
Total;;;1789.03;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;72.94;59.41 %;
16.0%;;;49.83;40.59 %;
Total;;;122.77;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;184;1273.20;66.60 %;0.00
Maestro;;29;417.60;21.84 %;0.80
MasterCard;;5;44.50;2.33 %;0.00
Visa;;6;50.60;2.65 %;0.00
Visa Electron;;10;125.90;6.59 %;0.00
Total;;234;1911.80;100.00 %;0.80
;;;;
Umsatzdetails;;;;;
Aiyana;;;0.00;0.00 %;0.00
Anna;;;84.80;4.47 %;0.00
Clara;;;46.50;2.45 %;0.00
Lena;;;1039.10;54.81 %;0.00
Moritz;;;33.40;1.76 %;0.00
Robin;;;17.20;0.91 %;0.20
Slobo;;;674.80;35.59 %;0.60
Total;;;1895.80;100.00 %;0.80
;;;;
Stornos;;;;;
vertippt;;4;10.70;73.79 %;
Änderung durch Gast;;1;3.80;26.21 %;
Total;;5;14.50;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;179;1440.80;75.36 %;
Tisch 1;;5;26.10;1.37 %;
Tisch 10;;5;50.40;2.64 %;
Tisch 11;;2;17.40;0.91 %;
Tisch 12;;4;41.00;2.14 %;
Tisch 13;;2;15.00;0.78 %;
Tisch 14;;2;13.30;0.70 %;
Tisch 15;;5;48.90;2.56 %;
Tisch 2;;7;77.80;4.07 %;
Tisch 20;;2;18.30;0.96 %;
Tisch 3;;5;29.50;1.54 %;
Tisch 30;;2;13.00;0.68 %;
Tisch 4;;5;49.60;2.59 %;
Tisch 5;;6;56.00;2.93 %;
Tisch 6;;1;14.70;0.77 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;415;1172.50;61.33 %;;0;0.00;;415;1172.50
Sonstiges;;41;509.50;26.65 %;;1;20.00;;40;489.50
Speisen;;56;229.80;12.02 %;;0;0.00;;56;229.80
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Kaffee;;338;918.20;48.03 %;;0;0.00;;338;918.20
Röstkaffee;;39;482.50;25.24 %;;1;20.00;;38;462.50
Speisen;;56;229.80;12.02 %;;0;0.00;;56;229.80
Sommer;;43;151.40;7.92 %;;0;0.00;;43;151.40
Non Kaffee;;34;102.90;5.38 %;;0;0.00;;34;102.90
Equipment;;1;17.00;0.89 %;;0;0.00;;1;17.00
Gutscheine;;1;10.00;0.52 %;;0;0.00;;1;10.00
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;105;336.00;17.58 %;;0;0.00;;105;336.00
Prima Estate 250g;0;13;123.50;6.46 %;;0;0.00;;13;123.50
Cappuccino groß;0;32;121.60;6.36 %;;0;0.00;;32;121.60
Flat White;0;31;117.80;6.16 %;;0;0.00;;31;117.80
Kuchen Maple Carrot;0;21;100.80;5.27 %;;0;0.00;;21;100.80
Caffé Latte;0;23;80.50;4.21 %;;0;0.00;;23;80.50
Flat White auf Eis;0;15;63.00;3.30 %;;0;0.00;;15;63.00
Espresso single;0;31;62.00;3.24 %;;0;0.00;;31;62.00
El Moreno 250g;0;5;57.50;3.01 %;;0;0.00;;5;57.50
Bumbogo 250g;0;4;54.00;2.82 %;;0;0.00;;4;54.00
Cold Brew;0;17;51.00;2.67 %;;0;0.00;;17;51.00
Kaltgetränk;0;18;50.40;2.64 %;;0;0.00;;18;50.40
Café Crème;0;17;42.50;2.22 %;;0;0.00;;17;42.50
Finca Isnul 250g;0;4;42.00;2.20 %;;0;0.00;;4;42.00
Kakao;0;11;38.50;2.01 %;;0;0.00;;11;38.50
Prima Estate 500g;0;2;36.00;1.88 %;;0;0.00;;2;36.00
Panini DUKKAH BETA;0;6;34.80;1.82 %;;0;0.00;;6;34.80
Banana Bread PINE NUT;0;9;34.20;1.79 %;;0;0.00;;9;34.20
Prima Estate 1000g;0;1;34.00;1.78 %;;0;0.00;;1;34.00
Espresso Macchiato;0;13;32.50;1.70 %;;0;0.00;;13;32.50
Filterkaffee;0;13;32.50;1.70 %;;0;0.00;;13;32.50
Don Pasquale 250g;0;3;31.50;1.65 %;;0;0.00;;3;31.50
Doppio;0;11;27.50;1.44 %;;0;0.00;;11;27.50
Espresso Tonic;0;6;25.20;1.32 %;;0;0.00;;6;25.20
Americano;0;10;25.00;1.31 %;;0;0.00;;10;25.00
ReCup ausgeben;0;24;24.00;1.26 %;;0;0.00;;24;24.00
Hand Brew;0;5;22.50;1.18 %;;0;0.00;;5;22.50
Lua Clara 500g;0;1;22.00;1.15 %;;0;0.00;;1;22.00
El Carmen Decaf 250g;0;2;21.00;1.10 %;;0;0.00;;2;21.00
Croissant CREMA LIMA;0;6;21.00;1.10 %;;0;0.00;;6;21.00
Granola COCOS;0;5;21.00;1.10 %;;0;0.00;;5;21.00
Finca Isnul 500g;0;1;20.00;1.05 %;;0;0.00;;1;20.00
Don Pasquale 500g;0;1;20.00;1.05 %;;1;20.00;;0;0.00
Croissant;0;9;18.00;0.94 %;;0;0.00;;9;18.00
Tasse Cappuccino;0;1;17.00;0.89 %;;0;0.00;;1;17.00
Tea;0;4;14.00;0.73 %;;0;0.00;;4;14.00
Lua Clara 250g;0;1;11.50;0.60 %;;0;0.00;;1;11.50
Americano auf Eis;0;4;11.20;0.59 %;;0;0.00;;4;11.20
10€ Gutschein;0;1;10.00;0.52 %;;0;0.00;;1;10.00
Papakuchi 250g;0;1;9.50;0.50 %;;0;0.00;;1;9.50
Café Crème groß;0;2;6.00;0.31 %;;0;0.00;;2;6.00
Caffé Latte doppelt;0;1;3.80;0.20 %;;0;0.00;;1;3.80
Doppio Macchiato;0;1;3.00;0.16 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;1;1.00;0.05 %;;0;0.00;;1;1.00
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen;0;19;-19.00;-0.99 %;;0;0.00;;19;-19.00
;;;;
