;von;bis;;
Datum:;25.07.2020;25.07.2020;;
Enthalt Z;74;74;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1915.60;99.07 %;
Auslagen;;;18.00;0.93 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;0.00;0.00 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;18.00;0.93 %;
5.0%;;;1456.50;75.33 %;
16.0%;;;459.10;23.74 %;
Total;;;1933.60;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;18.00;1.00 %;
5.0%;;;1387.16;77.02 %;
16.0%;;;395.83;21.98 %;
Total;;;1800.99;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;69.34;52.29 %;
16.0%;;;63.27;47.71 %;
Total;;;132.61;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;235;1933.60;100.00 %;0.00
Total;;235;1933.60;100.00 %;0.00
;;;;
Umsatzdetails;;;;;
Aiyana;;;22.70;1.19 %;0.00
Anna;;;732.70;38.25 %;0.00
Clara;;;18.00;0.94 %;0.00
Mik;;;136.60;7.13 %;0.00
Robin;;;302.40;15.79 %;0.00
Slobo;;;703.20;36.71 %;0.00
Total;;;1915.60;100.00 %;0.00
;;;;
Stornos;;;;;
vertippt;;6;21.00;76.92 %;
Änderung durch Gast;;2;6.30;23.08 %;
Total;;8;27.30;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;136;1049.60;54.28 %;
Tisch 1;;9;82.10;4.25 %;
Tisch 10;;10;93.00;4.81 %;
Tisch 11;;6;39.70;2.05 %;
Tisch 12;;3;25.10;1.30 %;
Tisch 13;;6;39.00;2.02 %;
Tisch 14;;5;35.20;1.82 %;
Tisch 15;;6;54.60;2.82 %;
Tisch 2;;8;68.90;3.56 %;
Tisch 20;;9;69.60;3.60 %;
Tisch 21;;1;13.20;0.68 %;
Tisch 3;;9;101.10;5.23 %;
Tisch 30;;9;68.80;3.56 %;
Tisch 4;;8;92.00;4.76 %;
Tisch 5;;8;101.70;5.26 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;409;1247.30;64.51 %;;48;162.10;;361;1085.20
Sonstiges;;29;373.00;19.29 %;;0;0.00;;29;373.00
Speisen;;87;313.30;16.20 %;;10;39.40;;77;273.90
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Kaffee;;263;743.00;38.43 %;;23;69.90;;240;673.10
Sommer;;117;434.80;22.49 %;;22;83.80;;95;351.00
Röstkaffee;;27;358.00;18.51 %;;0;0.00;;27;358.00
Speisen;;87;313.30;16.20 %;;10;39.40;;77;273.90
Non Kaffee;;25;56.40;2.92 %;;3;8.40;;22;48.00
Gutscheine;;2;15.00;0.78 %;;0;0.00;;2;15.00
Hafer;;4;13.10;0.68 %;;0;0.00;;4;13.10
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Flat White auf Eis;0;67;281.40;14.55 %;;13;54.60;;54;226.80
Cappuccino;0;80;256.00;13.24 %;;7;22.40;;73;233.60
Kuchen Maple Carrot;0;28;134.40;6.95 %;;6;28.80;;22;105.60
Flat White;0;31;117.80;6.09 %;;3;11.40;;28;106.40
Cappuccino groß;0;21;79.80;4.13 %;;1;3.80;;20;76.00
Finca Isnul 250g;0;6;63.00;3.26 %;;0;0.00;;6;63.00
Banana Bread PINE NUT;0;16;60.80;3.14 %;;1;3.80;;15;57.00
Prima Estate 250g;0;6;57.00;2.95 %;;0;0.00;;6;57.00
Caffé Latte;0;16;56.00;2.90 %;;2;7.00;;14;49.00
Prima Estate 500g;0;3;54.00;2.79 %;;0;0.00;;3;54.00
Cold Brew;0;18;54.00;2.79 %;;6;18.00;;12;36.00
Americano auf Eis;0;19;53.20;2.75 %;;1;2.80;;18;50.40
Kaltgetränk;0;18;50.40;2.61 %;;3;8.40;;15;42.00
Espresso Tonic;0;11;46.20;2.39 %;;2;8.40;;9;37.80
Filterkaffee;0;18;45.00;2.33 %;;0;0.00;;18;45.00
Croissant;0;22;44.00;2.28 %;;2;4.00;;20;40.00
Espresso Macchiato;0;17;42.50;2.20 %;;3;7.50;;14;35.00
Pain au chocolat;0;13;36.40;1.88 %;;1;2.80;;12;33.60
Lua Clara 250g;0;3;34.50;1.78 %;;0;0.00;;3;34.50
Prima Estate 1000g;0;1;34.00;1.76 %;;0;0.00;;1;34.00
Espresso single;0;16;32.00;1.65 %;;2;4.00;;14;28.00
Don Pasquale 250g;0;3;31.50;1.63 %;;0;0.00;;3;31.50
Hand Brew;0;6;27.00;1.40 %;;0;0.00;;6;27.00
Lua Clara 500g;0;1;22.00;1.14 %;;0;0.00;;1;22.00
Finca Isnul 500g;0;1;20.00;1.03 %;;0;0.00;;1;20.00
Doppio;0;8;20.00;1.03 %;;2;5.00;;6;15.00
Don Pasquale 500g;0;1;20.00;1.03 %;;0;0.00;;1;20.00
Café Crème;0;7;17.50;0.91 %;;2;5.00;;5;12.50
Panini DUKKAH BETA;0;3;17.40;0.90 %;;0;0.00;;3;17.40
Granola COCOS;0;4;16.80;0.87 %;;0;0.00;;4;16.80
ReCup ausgeben;0;16;16.00;0.83 %;;0;0.00;;16;16.00
El Moreno 250g;0;1;11.50;0.59 %;;0;0.00;;1;11.50
Caffé Latte doppelt;0;3;11.40;0.59 %;;1;3.80;;2;7.60
El Carmen Decaf 250g;0;1;10.50;0.54 %;;0;0.00;;1;10.50
10€ Gutschein;0;1;10.00;0.52 %;;0;0.00;;1;10.00
Americano;0;4;10.00;0.52 %;;0;0.00;;4;10.00
Cappuccino Hafer;0;3;9.60;0.50 %;;0;0.00;;3;9.60
Americano groß;0;3;9.00;0.47 %;;0;0.00;;3;9.00
Café Crème groß;0;3;9.00;0.47 %;;0;0.00;;3;9.00
Kakao;0;2;7.00;0.36 %;;0;0.00;;2;7.00
Doppio Macchiato;0;2;6.00;0.31 %;;0;0.00;;2;6.00
5€ Gutschein;0;1;5.00;0.26 %;;0;0.00;;1;5.00
Croissant CREMA LIMA;0;1;3.50;0.18 %;;0;0.00;;1;3.50
Caffé Latte Hafer;0;1;3.50;0.18 %;;0;0.00;;1;3.50
ReCup ausgeben *;0;1;1.00;0.05 %;;0;0.00;;1;1.00
Milchschaum Kids;0;4;0.00;0.00 %;;0;0.00;;4;0.00
ReCup zurücknehmen *;0;1;-1.00;-0.05 %;;0;0.00;;1;-1.00
ReCup zurücknehmen **;0;1;-1.00;-0.05 %;;0;0.00;;1;-1.00
ReCup zurücknehmen;0;12;-12.00;-0.62 %;;0;0.00;;12;-12.00
;;;;
