;von;bis;;
Datum:;08.07.2020;08.07.2020;;
Enthalt Z;60;60;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;993.70;99.53 %;
Auslagen;;;3.00;0.30 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;1.70;0.17 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;3.00;0.30 %;
5.0%;;;749.70;75.22 %;
16.0%;;;244.00;24.48 %;
Total;;;996.70;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;3.00;0.32 %;
5.0%;;;714.06;77.00 %;
16.0%;;;210.35;22.68 %;
Total;;;927.41;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;35.64;51.44 %;
16.0%;;;33.65;48.56 %;
Total;;;69.29;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;130;756.50;75.90 %;0.00
Maestro;;10;124.50;12.49 %;1.70
MasterCard;;3;83.20;8.35 %;0.00
Visa;;1;4.80;0.48 %;0.00
Visa Electron;;4;27.70;2.78 %;0.00
Total;;148;996.70;100.00 %;1.70
;;;;
Umsatzdetails;;;;;
Clara;;;330.70;33.28 %;0.00
Emanuel;;;12.70;1.28 %;0.00
Khalid;;;10.20;1.03 %;0.00
Lena;;;183.20;18.44 %;1.70
Moritz;;;456.90;45.98 %;0.00
Total;;;993.70;100.00 %;1.70
;;;;
Stornos;;;;;
vertippt;;8;32.60;100.00 %;
Total;;8;32.60;100.00 %;
;;;;
Rabatte;;;;;
erika (50%);;1;22.00;100.00 %;
Total;;1;22.00;100.00 %;
;;;;
Tische;;;;;
Theke;;102;617.90;61.99 %;
Tisch 1;;4;80.70;8.10 %;
Tisch 10;;3;15.40;1.55 %;
Tisch 11;;4;22.30;2.24 %;
Tisch 12;;1;14.20;1.42 %;
Tisch 13;;4;23.40;2.35 %;
Tisch 15;;2;13.30;1.33 %;
Tisch 2;;5;26.00;2.61 %;
Tisch 20;;1;7.60;0.76 %;
Tisch 3;;6;36.20;3.63 %;
Tisch 30;;6;29.50;2.96 %;
Tisch 4;;6;70.20;7.04 %;
Tisch 5;;3;26.70;2.68 %;
Tisch 9;;1;13.30;1.33 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;224;686.20;68.85 %;;7;21.70;;217;664.50
Sonstiges;;25;231.00;23.18 %;;2;14.00;;23;217.00
Speisen;;22;79.50;7.98 %;;1;4.80;;21;74.70
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Kaffee;;133;375.70;37.69 %;;7;21.70;;126;354.00
Röstkaffee;;25;231.00;23.18 %;;2;14.00;;23;217.00
Sommer;;62;223.20;22.39 %;;0;0.00;;62;223.20
Speisen;;22;79.50;7.98 %;;1;4.80;;21;74.70
Hafer;;14;45.60;4.58 %;;0;0.00;;14;45.60
Non Kaffee;;15;41.70;4.18 %;;0;0.00;;15;41.70
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;58;185.60;18.62 %;;1;3.20;;57;182.40
Flat White auf Eis;0;30;126.00;12.64 %;;0;0.00;;30;126.00
Cappuccino groß;0;14;53.20;5.34 %;;0;0.00;;14;53.20
Kuchen Maple Carrot;0;10;48.00;4.82 %;;1;4.80;;9;43.20
El Carmen Decaf 250g;0;4;42.00;4.21 %;;1;10.50;;3;31.50
Cold Brew;0;14;42.00;4.21 %;;0;0.00;;14;42.00
Divers. Röstkaffee;0;9;30.50;3.06 %;;1;3.50;;8;27.00
Flat White;0;8;30.40;3.05 %;;0;0.00;;8;30.40
Prima Estate 250g;0;3;28.50;2.86 %;;0;0.00;;3;28.50
Americano auf Eis;0;10;28.00;2.81 %;;0;0.00;;10;28.00
Cappuccino Hafer;0;8;25.60;2.57 %;;0;0.00;;8;25.60
Espresso Tonic;0;6;25.20;2.53 %;;0;0.00;;6;25.20
Kaltgetränk;0;9;25.20;2.53 %;;0;0.00;;9;25.20
Espresso single;0;12;24.00;2.41 %;;1;2.00;;11;22.00
Filterkaffee;0;9;22.50;2.26 %;;2;5.00;;7;17.50
Lua Clara 500g;0;1;22.00;2.21 %;;0;0.00;;1;22.00
El Moreno 500g;0;2;22.00;2.21 %;;0;0.00;;2;22.00
Finca Isnul 250g;0;2;21.00;2.11 %;;0;0.00;;2;21.00
Café Crème;0;8;20.00;2.01 %;;0;0.00;;8;20.00
Finca Isnul 500g;0;1;20.00;2.01 %;;0;0.00;;1;20.00
Don Pasquale 500g;0;1;20.00;2.01 %;;0;0.00;;1;20.00
Croissant CREMA LIMA;0;5;17.50;1.76 %;;0;0.00;;5;17.50
Croissant pur;0;7;14.00;1.40 %;;0;0.00;;7;14.00
Bumbogo 250g;0;1;13.50;1.35 %;;0;0.00;;1;13.50
Lua Clara 250g;0;1;11.50;1.15 %;;0;0.00;;1;11.50
Cappuccino groß Hafer;0;3;11.40;1.14 %;;0;0.00;;3;11.40
Tea;0;3;10.50;1.05 %;;0;0.00;;3;10.50
Hand Brew;0;2;9.00;0.90 %;;2;9.00;;0;0.00
Flat White Hafer;0;2;7.60;0.76 %;;0;0.00;;2;7.60
Doppio;0;3;7.50;0.75 %;;0;0.00;;3;7.50
Americano;0;3;7.50;0.75 %;;1;2.50;;2;5.00
Caffé Latte;0;2;7.00;0.70 %;;0;0.00;;2;7.00
Kakao;0;2;7.00;0.70 %;;0;0.00;;2;7.00
ReCup ausgeben;0;6;6.00;0.60 %;;0;0.00;;6;6.00
Espresso Macchiato;0;2;5.00;0.50 %;;0;0.00;;2;5.00
Doppio Macchiato;0;1;3.00;0.30 %;;0;0.00;;1;3.00
ReCup ausgeben *;0;2;2.00;0.20 %;;0;0.00;;2;2.00
ReCup ausgeben ***;0;1;1.00;0.10 %;;0;0.00;;1;1.00
ReCup zurücknehmen **;0;1;-1.00;-0.10 %;;0;0.00;;1;-1.00
ReCup zurücknehmen;0;5;-5.00;-0.50 %;;0;0.00;;5;-5.00
;;;;
