;von;bis;;
Datum:;19.10.2020;19.10.2020;;
Enthalt Z;142;142;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;1191.90;93.11 %;
Auslagen;;;86.00;6.72 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;2.20;0.17 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;86.00;6.73 %;
5.0%;;;1012.20;79.21 %;
16.0%;;;179.70;14.06 %;
Total;;;1277.90;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;86.00;7.14 %;
5.0%;;;964.13;80.00 %;
16.0%;;;155.03;12.86 %;
Total;;;1205.16;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;48.07;66.08 %;
16.0%;;;24.67;33.92 %;
Total;;;72.74;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;136;812.20;63.56 %;0.50
Maestro;;28;287.50;22.50 %;1.70
MasterCard;;3;20.70;1.62 %;0.00
Mehrzweckgutschein;;2;14.30;1.12 %;0.00
Visa;;5;32.50;2.54 %;0.00
Visa Electron;;7;110.70;8.66 %;0.00
Total;;181;1277.90;100.00 %;2.20
;;;;
Umsatzdetails;;;;;
Khalid;;;34.70;2.91 %;0.00
Moritz;;;519.50;43.59 %;0.00
Raquel;;;576.50;48.37 %;2.20
Sebastian;;;26.40;2.21 %;0.00
Slobo;;;34.80;2.92 %;0.00
Total;;;1191.90;100.00 %;2.20
;;;;
Stornos;;;;;
vertippt;;2;7.40;100.00 %;
Total;;2;7.40;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;148;1064.30;83.29 %;
Tisch 1;;3;24.50;1.92 %;
Tisch 10;;2;7.00;0.55 %;
Tisch 12;;2;9.50;0.74 %;
Tisch 2;;7;49.50;3.87 %;
Tisch 20;;3;38.70;3.03 %;
Tisch 3;;3;23.00;1.80 %;
Tisch 4;;4;22.10;1.73 %;
Tisch 5;;8;36.50;2.86 %;
Tisch 7;;1;2.80;0.22 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;281;733.60;57.41 %;;0;0.00;;281;733.60
Sonstiges;;25;334.50;26.18 %;;0;0.00;;25;334.50
Speisen;;57;209.80;16.42 %;;0;0.00;;57;209.80
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;161;557.90;43.66 %;;0;0.00;;161;557.90
Röstkaffee;;21;244.50;19.13 %;;0;0.00;;21;244.50
Speisen;;57;209.80;16.42 %;;0;0.00;;57;209.80
Kaffee;;94;142.60;11.16 %;;0;0.00;;94;142.60
Gutscheine;;4;90.00;7.04 %;;0;0.00;;4;90.00
Non Kaffee;;25;30.30;2.37 %;;0;0.00;;25;30.30
Sommer;;1;2.80;0.22 %;;0;0.00;;1;2.80
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;80;256.00;20.03 %;;0;0.00;;80;256.00
Flat White;0;31;117.80;9.22 %;;0;0.00;;31;117.80
Banana Bread PINE NUT;0;20;76.00;5.95 %;;0;0.00;;20;76.00
Cappuccino groß;0;19;72.20;5.65 %;;0;0.00;;19;72.20
Kuchen Maple Carrot;0;14;67.20;5.26 %;;0;0.00;;14;67.20
Caffé Latte;0;19;66.50;5.20 %;;0;0.00;;19;66.50
GUJI HADESO 250g;0;4;66.00;5.16 %;;0;0.00;;4;66.00
50€ Gutschein;0;1;50.00;3.91 %;;0;0.00;;1;50.00
MUYU 250g;0;5;47.50;3.72 %;;0;0.00;;5;47.50
Filterkaffee;0;16;40.00;3.13 %;;0;0.00;;16;40.00
EL MORENO 250g;0;3;34.50;2.70 %;;0;0.00;;3;34.50
25€ Gutschein;0;1;25.00;1.96 %;;0;0.00;;1;25.00
Croissant;0;11;22.00;1.72 %;;0;0.00;;11;22.00
FINCA ISNUL 250g;0;2;21.00;1.64 %;;0;0.00;;2;21.00
EL CARMEN Decaf 250g;0;2;21.00;1.64 %;;0;0.00;;2;21.00
Kakao;0;6;21.00;1.64 %;;0;0.00;;6;21.00
Espresso single;0;10;20.00;1.57 %;;0;0.00;;10;20.00
Café Crème;0;8;20.00;1.57 %;;0;0.00;;8;20.00
PAPAKUCHI 250g;0;2;19.00;1.49 %;;0;0.00;;2;19.00
Americano;0;7;17.50;1.37 %;;0;0.00;;7;17.50
Pain au chocolat;0;6;16.80;1.31 %;;0;0.00;;6;16.80
Kaltgetränk;0;6;16.80;1.31 %;;0;0.00;;6;16.80
Flat White auf Eis;0;4;16.80;1.31 %;;0;0.00;;4;16.80
Granola COCOS;0;4;16.80;1.31 %;;0;0.00;;4;16.80
ReCup ausgeben;0;14;14.00;1.10 %;;0;0.00;;14;14.00
BUMBOGO 250g;0;1;13.50;1.06 %;;0;0.00;;1;13.50
Hand Brew;0;3;13.50;1.06 %;;0;0.00;;3;13.50
Doppio;0;5;12.50;0.98 %;;0;0.00;;5;12.50
LUA CLARA 250g;0;1;11.50;0.90 %;;0;0.00;;1;11.50
DON PASCUAL 250g;0;1;10.50;0.82 %;;0;0.00;;1;10.50
Tea;0;3;10.50;0.82 %;;0;0.00;;3;10.50
10€ Gutschein;0;1;10.00;0.78 %;;0;0.00;;1;10.00
Doppio Macchiato;0;3;9.00;0.70 %;;0;0.00;;3;9.00
ReCup ausgeben **;0;9;9.00;0.70 %;;0;0.00;;9;9.00
Caffé Latte doppelt;0;2;7.60;0.59 %;;0;0.00;;2;7.60
Feigenbrot;0;1;7.50;0.59 %;;0;0.00;;1;7.50
Espresso Macchiato;0;3;7.50;0.59 %;;0;0.00;;3;7.50
Café Crème groß;0;2;6.00;0.47 %;;0;0.00;;2;6.00
5€ Gutschein;0;1;5.00;0.39 %;;0;0.00;;1;5.00
Croissant CREMA LIMA;0;1;3.50;0.27 %;;0;0.00;;1;3.50
Americano groß;0;1;3.00;0.23 %;;0;0.00;;1;3.00
Americano auf Eis;0;1;2.80;0.22 %;;0;0.00;;1;2.80
Extra Shot;0;1;0.60;0.05 %;;0;0.00;;1;0.60
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen **;0;6;-6.00;-0.47 %;;0;0.00;;6;-6.00
ReCup zurücknehmen;0;21;-21.00;-1.64 %;;0;0.00;;21;-21.00
;;;;
