;von;bis;;
Datum:;31.10.2020;31.10.2020;;
Enthalt Z;153;153;;
;;;;;
;PLU;Anzahl;Total;%;Trinkgeld
Umsatz;;;;;
Total;;;2104.80;98.75 %;
Auslagen;;;23.00;1.08 %;
Bedienungsgeld;;;0.00;0.00 %;
Trinkgeld;;;3.60;0.17 %;
;;;;
Umsatz (Brutto);;;;;
0.0%;;;23.00;1.09 %;
5.0%;;;1783.70;84.70 %;
16.0%;;;299.10;14.20 %;
Total;;;2105.80;100.00 %;
;;;;
Umsatz (Netto);;;;;
0.0%;;;23.00;1.16 %;
5.0%;;;1698.88;85.81 %;
16.0%;;;258.05;13.03 %;
Total;;;1979.93;100.00 %;
;;;;
Steuern;;;;;
0.0%;;;0.00;0.00 %;
5.0%;;;84.82;67.39 %;
16.0%;;;41.05;32.61 %;
Total;;;125.87;100.00 %;
;;;;
Zahlungsarten;;;;;
Bar;;196;1253.10;58.89 %;0.00
Maestro;;46;534.70;25.13 %;3.60
MasterCard;;9;124.50;5.85 %;0.00
Mehrzweckgutschein;;1;14.30;0.67 %;0.00
Visa;;9;79.70;3.75 %;0.00
Visa Electron;;11;121.50;5.71 %;0.00
Total;;272;2127.80;100.00 %;3.60
;;;;
Umsatzdetails;;;;;
Anna;;;550.40;26.15 %;0.90
Annacotta;;;679.20;32.27 %;1.30
Karo;;;481.00;22.85 %;0.80
Khalid;;;78.10;3.71 %;0.60
Mik;;;243.00;11.55 %;0.00
Sebastian;;;73.10;3.47 %;0.00
Total;;;2104.80;100.00 %;3.60
;;;;
Stornos;;;;;
Reklamation;;1;3.80;54.29 %;
Änderung durch Gast;;1;3.20;45.71 %;
Total;;2;7.00;100.00 %;
;;;;
Rabatte;;;;;
Total;;0;0.00;100.00 %;
;;;;
Tische;;;;;
Theke;;203;1588.70;74.66 %;
Tisch 1;;4;50.70;2.38 %;
Tisch 10;;1;12.40;0.58 %;
Tisch 11;;3;24.80;1.17 %;
Tisch 12;;3;13.00;0.61 %;
Tisch 13;;7;45.50;2.14 %;
Tisch 14;;3;15.20;0.71 %;
Tisch 15;;6;51.00;2.40 %;
Tisch 2;;6;55.10;2.59 %;
Tisch 20;;5;26.30;1.24 %;
Tisch 29;;1;6.30;0.30 %;
Tisch 3;;5;47.10;2.21 %;
Tisch 30;;1;11.10;0.52 %;
Tisch 4;;7;63.70;2.99 %;
Tisch 5;;10;50.20;2.36 %;
Tisch 6;;2;18.90;0.89 %;
Tisch 7;;2;14.00;0.66 %;
Tisch 8;;3;33.80;1.59 %;
;;;;
;;;;
Oberwarengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Getränke;;451;1250.20;59.37 %;;0;0.00;;451;1250.20
Sonstiges;;33;452.50;21.49 %;;0;0.00;;33;452.50
Speisen;;107;403.10;19.14 %;;0;0.00;;107;403.10
;;;;
Warengruppen;Total;;;;;In-Haus;;;Ausser-Haus;
Milchmischgetränke;;265;928.10;44.07 %;;0;0.00;;265;928.10
Röstkaffee;;33;452.50;21.49 %;;0;0.00;;33;452.50
Speisen;;107;403.10;19.14 %;;0;0.00;;107;403.10
Kaffee;;172;281.50;13.37 %;;0;0.00;;172;281.50
Non Kaffee;;11;30.80;1.46 %;;0;0.00;;11;30.80
Sommer;;3;9.80;0.47 %;;0;0.00;;3;9.80
;;;;
Produkte;Total;;;;;In-Haus;;;Ausser-Haus;
Cappuccino;0;113;361.60;17.17 %;;0;0.00;;113;361.60
Flat White;0;64;243.20;11.55 %;;0;0.00;;64;243.20
Kuchen Maple Carrot;0;33;158.40;7.52 %;;0;0.00;;33;158.40
Banana Bread PINE NUT;0;29;110.20;5.23 %;;0;0.00;;29;110.20
Cappuccino groß;0;25;95.00;4.51 %;;0;0.00;;25;95.00
Caffé Latte;0;25;87.50;4.16 %;;0;0.00;;25;87.50
MUYU 250g;0;8;76.00;3.61 %;;0;0.00;;8;76.00
Kakao;0;20;70.00;3.32 %;;0;0.00;;20;70.00
Espresso single;0;29;58.00;2.75 %;;0;0.00;;29;58.00
EL MORENO 250g;0;4;46.00;2.18 %;;0;0.00;;4;46.00
Caffé Latte doppelt;0;12;45.60;2.17 %;;0;0.00;;12;45.60
ReCup ausgeben;0;45;45.00;2.14 %;;0;0.00;;45;45.00
EL MORENO 500g;0;2;44.00;2.09 %;;0;0.00;;2;44.00
Croissant;0;21;42.00;1.99 %;;0;0.00;;21;42.00
FINCA ISNUL 250g;0;4;42.00;1.99 %;;0;0.00;;4;42.00
BUMBOGO 250g;0;3;40.50;1.92 %;;0;0.00;;3;40.50
Filterkaffee;0;16;40.00;1.90 %;;0;0.00;;16;40.00
Café Crème;0;15;37.50;1.78 %;;0;0.00;;15;37.50
Americano;0;15;37.50;1.78 %;;0;0.00;;15;37.50
MUYU 500g;0;2;36.00;1.71 %;;0;0.00;;2;36.00
MUYU 1000g;0;1;34.00;1.61 %;;0;0.00;;1;34.00
Pain au chocolat;0;12;33.60;1.60 %;;0;0.00;;12;33.60
Granola COCOS;0;7;29.40;1.40 %;;0;0.00;;7;29.40
BUMBOGO 500g;0;1;26.00;1.23 %;;0;0.00;;1;26.00
Flat White auf Eis;0;6;25.20;1.20 %;;0;0.00;;6;25.20
LUA CLARA 250g;0;2;23.00;1.09 %;;0;0.00;;2;23.00
Feigenbrot;0;3;22.50;1.07 %;;0;0.00;;3;22.50
Doppio;0;9;22.50;1.07 %;;0;0.00;;9;22.50
Espresso Macchiato;0;9;22.50;1.07 %;;0;0.00;;9;22.50
EL CARMEN Decaf 250g;0;2;21.00;1.00 %;;0;0.00;;2;21.00
DON PASCUAL 500g;0;1;20.00;0.95 %;;0;0.00;;1;20.00
PAPAKUCHI 500g;0;1;18.00;0.85 %;;0;0.00;;1;18.00
Kaltgetränk;0;6;16.80;0.80 %;;0;0.00;;6;16.80
GUJI HADESO 250g;0;1;16.50;0.78 %;;0;0.00;;1;16.50
Tea;0;4;14.00;0.66 %;;0;0.00;;4;14.00
Hand Brew;0;3;13.50;0.64 %;;0;0.00;;3;13.50
Café Crème groß;0;4;12.00;0.57 %;;0;0.00;;4;12.00
PAPAKUCHI 250g;0;1;9.50;0.45 %;;0;0.00;;1;9.50
Doppio Macchiato;0;3;9.00;0.43 %;;0;0.00;;3;9.00
Croissant CREMA LIMA;0;2;7.00;0.33 %;;0;0.00;;2;7.00
Americano groß;0;2;6.00;0.28 %;;0;0.00;;2;6.00
Americano auf Eis;0;2;5.60;0.27 %;;0;0.00;;2;5.60
Espresso Tonic;0;1;4.20;0.20 %;;0;0.00;;1;4.20
Milchschaum Kids;0;1;0.00;0.00 %;;0;0.00;;1;0.00
ReCup zurücknehmen;0;22;-22.00;-1.04 %;;0;0.00;;22;-22.00
;;;;
