date,day_of_week,month,year,week_of_year,Getränke_sales,Coffee_sales,Cappuccino_sales,Flat White_sales,Cappuccino groß_sales,Caffé Latte_sales,Filterkaffee_sales,Caffé Latte doppelt_sales,Espresso Macchiato_sales,Espresso single_sales,Café Crème_sales,Doppio Macchiato_sales,Americano_sales,Hand Brew_sales,Americano groß_sales,Café Crème groß_sales,Doppio_sales,Extra Shot_sales,Oat Cappu klein_sales,Oat Flat_sales,Oat Cappu groß_sales,Oat Latte klein_sales,Oat Latte groß_sales,Hafer Cappuccino Groß_sales,Hafer Cappuccino_sales,Hafer Flat White_sales,Caffè Latte_sales,Caffè Latte Groß_sales,Hafer Espresso Macchiato_sales,Hafer Caffè Latte_sales,Hafer Caffè Latte Groß_sales,Decaf Caffè Latte Groß *_sales,Decaf Cappuccino *_sales,Decaf Flat White *_sales,Decaf Cappuccino Groß *_sales,Decaf Caffè Latte *_sales,Flat White auf Eis_sales,Hafer Flat White auf ice_sales,Hafer Espresso Macchiato dopio_sales,Decaf Espresso_sales,Decaf Flat White auf Ice_sales,Coldbrew_sales,Decaf doppio_sales,Decaf Espresso Macchiato *_sales,Decaf Americano_sales,Flat White auf Eis._sales,Cold Brew_sales,Decaf Espresso Macchiato dopio *_sales,Espresso Doppio Macchiato_sales,Hafer Flat White auf Eis_sales,Espresso Doppio_sales,Espresso Single_sales,Espresso Tonic_sales,Decaf Cappuccino_sales,Hafer Caffè Latte groß_sales,Decaf Caffè Latte_sales,Decaf Espresso Single_sales,Decaf Flat White auf Eis_sales,Hafer Espresso Macchiato groß_sales,Decaf Cappuccino Groß_sales,Decaf Flat White_sales,Decaf Espresso Macchiato_sales,Decaf Caffè Latte Groß_sales,Hafer Food Cappuccino_sales,Hafer Food Flat White_sales,Hafer Food Cappuccino groß_sales,Hafer Food Caffe Latte groß_sales,Hafer Food Caffe Latte_sales,Decaf Americano Groß_sales,Cappuccino HaferTetra_sales,Cappuccino HaferTetra Groß_sales,Flat White HaferTetra_sales,Caffe Latte HaferTetra_sales,Decaf Espresso Doppio_sales,Decaf Espresso Macchiato Doppio_sales,Nitro Americano_sales,Hafer Caffè Latte doppelt_sales,Hafer Espresso Macchiato doppelt_sales,Cá Phê Sūa dá_sales,Cappuccino free_sales,Filterkaffee Free_sales,Café Latte Free_sales,Flat White Free_sales,Americano Free_sales,_sales,Getränke_count,Coffee_count,Cappuccino_count,Flat White_count,Cappuccino groß_count,Caffé Latte_count,Filterkaffee_count,Caffé Latte doppelt_count,Espresso Macchiato_count,Espresso single_count,Café Crème_count,Doppio Macchiato_count,Americano_count,Hand Brew_count,Americano groß_count,Café Crème groß_count,Doppio_count,Extra Shot_count,Oat Cappu klein_count,Oat Flat_count,Oat Cappu groß_count,Oat Latte klein_count,Oat Latte groß_count,Hafer Cappuccino Groß_count,Hafer Cappuccino_count,Hafer Flat White_count,Caffè Latte_count,Caffè Latte Groß_count,Hafer Espresso Macchiato_count,Hafer Caffè Latte_count,Hafer Caffè Latte Groß_count,Decaf Caffè Latte Groß *_count,Decaf Cappuccino *_count,Decaf Flat White *_count,Decaf Cappuccino Groß *_count,Decaf Caffè Latte *_count,Flat White auf Eis_count,Hafer Flat White auf ice_count,Hafer Espresso Macchiato dopio_count,Decaf Espresso_count,Decaf Flat White auf Ice_count,Coldbrew_count,Decaf doppio_count,Decaf Espresso Macchiato *_count,Decaf Americano_count,Flat White auf Eis._count,Cold Brew_count,Decaf Espresso Macchiato dopio *_count,Espresso Doppio Macchiato_count,Hafer Flat White auf Eis_count,Espresso Doppio_count,Espresso Single_count,Espresso Tonic_count,Decaf Cappuccino_count,Hafer Caffè Latte groß_count,Decaf Caffè Latte_count,Decaf Espresso Single_count,Decaf Flat White auf Eis_count,Hafer Espresso Macchiato groß_count,Decaf Cappuccino Groß_count,Decaf Flat White_count,Decaf Espresso Macchiato_count,Decaf Caffè Latte Groß_count,Hafer Food Cappuccino_count,Hafer Food Flat White_count,Hafer Food Cappuccino groß_count,Hafer Food Caffe Latte groß_count,Hafer Food Caffe Latte_count,Decaf Americano Groß_count,Cappuccino HaferTetra_count,Cappuccino HaferTetra Groß_count,Flat White HaferTetra_count,Caffe Latte HaferTetra_count,Decaf Espresso Doppio_count,Decaf Espresso Macchiato Doppio_count,Nitro Americano_count,Hafer Caffè Latte doppelt_count,Hafer Espresso Macchiato doppelt_count,Cá Phê Sūa dá_count,Cappuccino free_count,Filterkaffee Free_count,Café Latte Free_count,Flat White Free_count,Americano Free_count,_count,precipitation,temperature_mean,temperature_max,temperature_min,sunshine_duration,cloud_cover,wind_speed,humidity,pressure,snow_depth
2021-07-31,Saturday,July,2021,30,1544.5056,1375.05,516.8,201.4,189.0,129.6,75.4,48.0,45.6,0.0,0.0,0.0,70.0,32.2,39.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,54.6,183.6,76.0,0.0,0.0,2.4,39.6,0.0,0.0,0.0,0.0,0.0,0.0,176.4,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,16.8,45.6,0.0,15.0,75.6,41.6,92.4,16.8,0.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627,398,152,53,45,36,29,12.0,19.0,0.0,0.0,0.0,25.0,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,20.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,12.0,0.0,5.0,18.0,16.0,42.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,192.0,239.0,142.0,109.0,4.0,30.0,63.0,10112.0,
2021-08-02,Monday,August,2021,31,1000.4,927.6,176.8,87.4,75.6,68.4,44.2,20.0,14.4,0.0,0.0,0.0,36.4,13.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,85.0,30.4,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,67.2,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,8.4,19.0,0.0,9.0,50.4,7.8,28.6,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,266,52,23,18,19,17,5.0,6.0,0.0,0.0,0.0,13.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,12.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,161.0,211.0,117.0,49.0,6.0,20.0,78.0,10150.0,
2021-08-03,Tuesday,August,2021,31,869.2,793.1999999999999,244.8,60.8,54.6,57.6,20.8,24.0,24.0,0.0,0.0,0.0,50.4,18.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,57.8,22.8,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,11.4,0.0,3.0,4.2,13.0,22.0,0.0,3.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,234,72,16,13,16,8,6.0,10.0,0.0,0.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,153.0,187.0,113.0,22.0,7.0,21.0,81.0,10150.0,
2021-08-04,Wednesday,August,2021,31,1052.8,984.6,217.6,64.6,58.8,75.6,26.0,20.0,16.8,0.0,0.0,0.0,39.2,27.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,91.8,41.8,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,4.2,0.0,0.0,21.0,50.4,28.6,22.0,4.2,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,283,64,17,14,21,10,5.0,7.0,0.0,0.0,0.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,11.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,196.0,137.0,25.0,8.0,12.0,75.0,10138.0,
2021-08-05,Thursday,August,2021,31,852.8,763.8000000000001,166.6,57.0,33.6,28.8,10.4,8.0,9.6,0.0,0.0,0.0,25.2,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,88.4,34.2,0.0,0.0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,2.8,25.2,41.8,0.0,9.0,42.0,31.2,6.6,21.0,0.0,8.0,3.6,0.0,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,217,49,15,8,8,4,2.0,4.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,11.0,0.0,3.0,10.0,12.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,171.0,223.0,134.0,32.0,6.0,17.0,78.0,10105.0,
2021-08-06,Friday,August,2021,31,1106.8,1016.8,170.0,53.2,121.8,82.8,15.6,12.0,19.2,0.0,0.0,0.0,47.6,4.6,6.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,25.2,146.2,41.8,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,67.2,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,8.4,15.2,0.0,12.0,71.4,23.4,22.0,4.2,6.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,291,50,14,29,23,6,3.0,8.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,17.0,9.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,221.0,138.0,36.0,7.0,29.0,72.0,10081.0,
2021-08-07,Saturday,August,2021,31,1105.2,959.0,265.2,95.0,67.2,75.6,20.8,24.0,21.6,0.0,0.0,0.0,44.8,4.6,42.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,4.2,7.6,0.0,18.0,4.2,23.4,19.8,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,102.0,38.0,21.0,16.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,284,78,25,16,21,8,6.0,9.0,0.0,0.0,0.0,16.0,1.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,10.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,160.0,206.0,129.0,20.0,6.0,16.0,83.0,10075.0,
2021-08-08,Sunday,August,2021,31,1259.4,1040.6,183.6,53.2,63.0,50.4,52.0,16.0,16.8,0.0,0.0,0.0,47.6,18.4,9.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,46.2,95.2,38.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,88.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,45.6,0.0,6.0,100.8,23.4,33.0,16.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506,299,54,14,15,14,20,4.0,7.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,24.0,9.0,15.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,217.0,116.0,110.0,4.0,31.0,67.0,10132.0,
2021-08-09,Monday,August,2021,32,924.8,839.3999999999999,193.8,79.8,46.2,32.4,23.4,0.0,14.4,0.0,0.0,0.0,42.0,13.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,54.4,38.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,16.8,22.8,0.0,9.0,92.4,13.0,13.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,237,57,21,11,9,9,0.0,6.0,0.0,0.0,0.0,15.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,3.0,22.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,245.0,95.0,106.0,4.0,18.0,62.0,10190.0,
2021-08-10,Tuesday,August,2021,32,890.4,829.5999999999999,125.8,57.0,58.8,46.8,28.6,8.0,9.6,0.0,0.0,0.0,28.0,18.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,108.8,30.4,0.0,0.0,2.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,4.2,22.8,0.0,9.0,79.8,13.0,22.0,25.2,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,235,37,15,14,13,11,2.0,4.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,19.0,5.0,10.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,241.0,107.0,82.0,5.0,18.0,71.0,10185.0,
2021-08-11,Wednesday,August,2021,32,808.2,750.4,85.0,34.2,50.4,50.4,20.8,8.0,21.6,0.0,0.0,0.0,53.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,37.4,34.2,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,58.8,3.8,0.0,15.0,75.6,18.2,11.0,37.8,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,211,25,9,12,14,8,2.0,9.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,18.0,7.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,268.0,130.0,100.0,3.0,17.0,69.0,10190.0,
2021-08-12,Thursday,August,2021,32,818.2,738.6,91.8,34.2,33.6,46.8,7.8,0.0,0.0,0.0,0.0,0.0,22.4,4.6,9.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,21.0,23.8,26.6,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,63.0,49.4,0.0,3.0,113.4,18.2,19.8,46.2,0.0,0.0,0.0,0.0,12.6,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,202,27,9,8,13,3,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,13.0,0.0,1.0,27.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,298.0,133.0,127.0,4.0,13.0,66.0,10192.0,
2021-08-13,Friday,August,2021,32,799.8,712.4000000000001,142.8,30.4,29.4,36.0,23.4,0.0,12.0,0.0,0.0,0.0,14.0,4.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,4.2,57.8,19.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,0.0,15.2,0.0,0.0,2.8,25.2,34.2,0.0,6.0,92.4,15.6,24.2,37.8,3.4,4.0,0.0,0.0,4.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,203,42,8,7,10,9,0.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,6.0,9.0,0.0,2.0,22.0,6.0,11.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,296.0,172.0,95.0,4.0,22.0,66.0,10204.0,
2021-08-14,Saturday,August,2021,32,1090.2,1008.4,149.6,57.0,58.8,28.8,28.6,28.0,4.8,0.0,0.0,0.0,44.8,4.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,40.8,22.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,193.2,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,8.4,34.2,0.0,3.0,163.8,13.0,24.2,25.2,0.0,0.0,0.0,0.0,4.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,275,44,15,14,8,11,7.0,2.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,39.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,296.0,157.0,130.0,1.0,16.0,67.0,10202.0,
2021-08-15,Sunday,August,2021,32,851.2,741.5999999999999,95.2,30.4,37.8,32.4,36.4,4.0,12.0,0.0,0.0,0.0,11.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,30.6,60.8,0.0,0.0,2.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,109.2,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,3.8,0.0,3.0,134.4,15.6,22.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,206,28,8,9,9,14,1.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,16.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,6.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,212.0,288.0,163.0,74.0,3.0,12.0,80.0,10144.0,
2021-08-16,Monday,August,2021,33,1015.8,953.4,163.2,49.4,71.4,61.2,62.4,16.0,21.6,0.0,0.0,0.0,47.6,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,81.6,57.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,4.2,41.8,0.0,0.0,63.0,18.2,19.8,8.4,6.8,8.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,275,48,13,17,17,24,4.0,9.0,0.0,0.0,0.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,15.0,7.0,9.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,187.0,220.0,115.0,36.0,6.0,49.0,72.0,10132.0,
