date,day_of_week,month,year,week_of_year,Getränke_sales,Coffee_sales,Flat White auf Eis_sales,Hafer Flat White auf ice_sales,Decaf Flat White auf Ice_sales,Coldbrew_sales,Flat White auf Eis._sales,Cold Brew_sales,Hafer Flat White auf Eis_sales,Espresso Tonic_sales,Decaf Flat White auf Eis_sales,Nitro Americano_sales,_sales,Getränke_count,Coffee_count,Flat White auf Eis_count,Hafer Flat White auf ice_count,Decaf Flat White auf Ice_count,Coldbrew_count,Flat White auf Eis._count,Cold Brew_count,Hafer Flat White auf Eis_count,Espresso Tonic_count,Decaf Flat White auf Eis_count,Nitro Americano_count,_count,precipitation,temperature_mean,temperature_max,temperature_min,sunshine_duration,cloud_cover,wind_speed,humidity,pressure,snow_depth
2021-12-03,Friday,December,2021,48,883.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7,0.9,2.8,-1.3,5.7,6.0,2.9,75.0,1014.3,0.0
2021-12-04,Saturday,December,2021,48,1115.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,552,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.4,5.1,9.3,0.9,0.0,8.0,3.1,86.0,1001.1,0.0
2021-12-05,Sunday,December,2021,48,1254.4,25.2,0.0,0.0,0.0,0.0,12.6,0.0,0.0,12.6,0.0,0.0,0.0,664,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,2.9,5.8,1.0,5.2,6.0,2.1,82.0,1005.7,0.0
2021-12-06,Monday,December,2021,49,582.4,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,261,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,5.0,-1.7,1.1,7.0,1.3,86.0,1014.0,0.0
2021-12-07,Tuesday,December,2021,49,576.8,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,243,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.8,5.8,-1.7,4.8,6.0,2.4,79.0,1012.5,0.0
2021-12-10,Friday,December,2021,49,659.0,8.4,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,236,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,2.8,-3.3,0.1,7.0,2.3,84.0,999.4,0.0
2021-12-11,Saturday,December,2021,49,1237.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,16.8,0.0,0.0,0.0,530,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.1,3.4,0.5,0.1,8.0,3.2,85.0,1014.2,0.0
2021-12-12,Sunday,December,2021,49,1030.1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,8.4,4.2,0.0,0.0,0.0,459,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2,3.1,5.3,-2.0,1.2,7.0,1.7,77.0,1028.2,0.0
2021-12-13,Monday,December,2021,50,573.3837,25.200000000000003,4.2,0.0,0.0,0.0,4.2,0.0,0.0,16.8,0.0,0.0,0.0,900,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.4,7.4,4.0,0.0,8.0,1.2,93.0,1029.5,0.0
2021-12-16,Thursday,December,2021,50,744.4,16.8,8.4,0.0,0.0,0.0,4.2,0.0,0.0,4.2,0.0,0.0,0.0,302,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.2,-0.3,0.0,6.0,1.3,92.0,1037.7,0.0
2021-12-19,Sunday,December,2021,50,1016.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,415,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.6,2.0,-0.6,0.0,8.0,1.7,94.0,1032.6,0.0
2021-12-21,Tuesday,December,2021,51,913.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,0.0,0.0,0.0,419,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.8,1.8,-7.2,7.8,0.0,1.3,84.0,1026.1,0.0
2021-12-22,Wednesday,December,2021,51,922.7112,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,720,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-4.5,-0.2,-8.4,7.6,2.0,1.0,84.0,1027.1,0.0
2021-12-24,Friday,December,2021,51,520.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,8.1,9.1,6.6,0.0,8.0,2.7,80.0,1008.5,0.0
2021-12-27,Monday,December,2021,52,1229.32,12.6,0.0,0.0,0.0,0.0,8.4,0.0,0.0,4.2,0.0,0.0,0.0,532,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9,6.4,8.7,2.0,3.5,7.0,1.4,89.0,1004.4,0.0
2021-12-28,Tuesday,December,2021,52,994.2,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,398,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.2,7.8,11.4,3.8,0.5,7.0,3.7,83.0,1001.3,0.0
2021-12-29,Wednesday,December,2021,52,1047.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,452,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.2,8.5,11.8,7.2,0.1,8.0,3.2,86.0,1009.1,0.0
2021-12-30,Thursday,December,2021,52,1192.0,12.6,0.0,0.0,0.0,0.0,4.2,0.0,0.0,8.4,0.0,0.0,0.0,530,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,12.7,15.3,9.1,2.6,7.0,2.9,85.0,1019.4,0.0
2021-12-31,Friday,December,2021,52,1555.4,21.0,4.2,0.0,0.0,0.0,4.2,0.0,0.0,12.6,0.0,0.0,0.0,673,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.2,14.6,4.3,6.9,3.0,1.9,83.0,1023.9,0.0
2022-01-02,Sunday,January,2022,52,1528.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,13.9,-0.3,2.9,6.0,1.8,78.0,1021.6,0.0
2022-01-03,Monday,January,2022,1,1142.4,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.4,11.7,9.1,0.0,8.0,4.8,67.0,1016.8,0.0
2022-01-04,Tuesday,January,2022,1,624.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,252,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,8.4,12.5,3.2,0.0,8.0,4.3,85.0,1001.9,0.0
2022-01-08,Saturday,January,2022,1,1164.721,12.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,0.0,0.0,0.0,998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.6,1.9,3.9,0.3,1.1,7.0,3.7,76.0,1012.9,0.0
2022-01-12,Wednesday,January,2022,2,817.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.2,1.2,-6.2,8.1,2.0,1.0,83.0,1039.4,0.0
2022-01-14,Friday,January,2022,2,993.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,-4.3,8.2,1.0,1.0,83.0,1037.3,0.0
2022-01-15,Saturday,January,2022,2,1508.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.4,4.5,-5.7,8.1,1.0,1.1,89.0,1030.7,0.0
2022-01-16,Sunday,January,2022,2,1128.8,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.7,2.7,-5.0,1.9,7.0,1.7,87.0,1028.6,0.0
2022-01-17,Monday,January,2022,3,548.6,20.2,0.0,0.0,0.0,0.0,8.4,7.6,0.0,4.2,0.0,0.0,0.0,231,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.7,3.2,5.3,1.3,0.6,8.0,2.9,81.0,1034.6,0.0
2022-01-18,Tuesday,January,2022,3,599.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2,5.6,0.0,1.6,7.0,2.1,85.0,1037.6,0.0
2022-01-20,Thursday,January,2022,3,547.8,8.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,206,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,1.7,4.1,-0.5,0.4,7.0,4.8,81.0,1026.9,0.0
2022-01-21,Friday,January,2022,3,718.0,12.6,0.0,0.0,0.0,0.0,4.2,0.0,0.0,8.4,0.0,0.0,0.0,282,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7,1.9,-0.5,0.2,7.0,4.0,77.0,1033.5,0.0
2022-01-24,Monday,January,2022,4,745.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,6.2,-3.6,7.0,1.0,1.3,82.0,1034.6,0.0
2022-01-26,Wednesday,January,2022,4,597.8,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,258,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,-0.7,-2.8,0.0,8.0,1.6,95.0,1033.8,0.0
2022-01-29,Saturday,January,2022,4,1227.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,498,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.8,6.3,0.3,0.9,8.0,4.2,77.0,1031.6,0.0
2022-01-30,Sunday,January,2022,4,1544.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,7.6,-2.9,4.3,5.0,5.2,75.0,1028.5,0.0
2022-01-31,Monday,January,2022,5,575.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7,2.5,5.3,-1.5,0.8,8.0,6.8,82.0,1015.8,0.0
2022-02-02,Wednesday,February,2022,5,542.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.9,5.9,8.7,2.4,0.2,7.0,5.1,81.0,1019.0,0.0
2022-02-04,Friday,February,2022,5,868.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,5.6,7.3,2.9,1.6,7.0,3.4,79.0,1016.2,0.0
2022-02-05,Saturday,February,2022,5,1896.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,984,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,7.4,0.7,8.2,3.0,4.0,68.0,1023.7,0.0
2022-02-06,Sunday,February,2022,5,968.0,12.6,0.0,0.0,0.0,0.0,4.2,0.0,0.0,8.4,0.0,0.0,0.0,436,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,14.2,4.8,7.2,1.5,0.0,7.0,7.0,73.0,1016.6,0.0
2022-02-08,Tuesday,February,2022,6,1002.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,4.2,0.0,0.0,0.0,434,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.3,10.4,-0.4,3.0,6.0,3.3,70.0,1033.1,0.0
2022-02-09,Wednesday,February,2022,6,1207.2,29.4,4.2,0.0,0.0,0.0,12.6,0.0,12.6,0.0,0.0,0.0,0.0,506,7.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.1,14.1,1.0,9.5,3.0,1.5,69.0,1029.7,0.0
2022-02-12,Saturday,February,2022,6,1874.2,25.2,12.6,0.0,0.0,0.0,8.4,0.0,4.2,0.0,0.0,0.0,0.0,796,6.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,6.4,-5.6,8.9,4.0,1.6,78.0,1031.5,0.0
2022-02-13,Sunday,February,2022,6,1856.9592,46.2,8.4,0.0,0.0,0.0,4.2,0.0,12.6,21.0,0.0,0.0,0.0,1192,11.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.1,11.7,-4.5,9.6,1.0,1.9,66.0,1020.8,0.0
2022-02-15,Tuesday,February,2022,7,763.6,12.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,322,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,5.5,8.2,3.0,1.1,7.0,2.9,75.0,1014.3,0.0
2022-02-16,Wednesday,February,2022,7,690.2,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,293,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,7.8,11.6,3.5,0.1,8.0,5.2,74.0,1010.2,0.0
2022-02-17,Thursday,February,2022,7,955.6,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.5,12.8,7.1,7.3,5.0,10.2,63.0,1008.1,0.0
2022-02-18,Friday,February,2022,7,1111.8,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.1,16.1,5.5,2.4,7.0,5.9,64.0,1009.5,0.0
2022-02-19,Saturday,February,2022,7,1936.2,29.4,0.0,0.0,0.0,0.0,12.6,0.0,12.6,4.2,0.0,0.0,0.0,880,7.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.8,8.8,3.2,9.0,5.0,5.6,51.0,1017.6,0.0
2022-02-20,Sunday,February,2022,7,1165.65,12.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,525,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.7,7.3,9.9,4.2,0.2,7.0,7.2,66.0,1017.1,0.0
2022-02-21,Monday,February,2022,8,666.0,12.6,8.4,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,233,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,10.1,2.6,4.1,6.0,8.9,68.0,1008.1,0.0
2022-02-22,Tuesday,February,2022,8,739.8,8.4,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,295,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.8,8.8,2.0,1.8,6.0,5.8,71.0,1021.1,0.0
2022-02-23,Wednesday,February,2022,8,1234.2,37.8,12.6,0.0,0.0,0.0,0.0,0.0,12.6,8.4,4.2,0.0,0.0,520,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,6.3,11.7,0.9,9.6,3.0,2.4,74.0,1026.1,0.0
2022-02-24,Thursday,February,2022,8,821.5,50.4,16.8,0.0,0.0,0.0,0.0,0.0,25.2,8.4,0.0,0.0,0.0,374,12.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,6.5,13.5,0.2,4.6,7.0,3.6,71.0,1017.9,0.0
2022-02-25,Friday,February,2022,8,1034.8,12.6,8.4,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,371,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6,7.4,-0.9,6.2,5.0,4.6,73.0,1025.4,0.0
2022-02-26,Saturday,February,2022,8,1659.4,33.6,16.8,0.0,0.0,0.0,0.0,0.0,4.2,12.6,0.0,0.0,0.0,767,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.5,5.9,-0.7,3.3,6.0,2.9,69.0,1033.6,0.0
2022-02-27,Sunday,February,2022,8,1642.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,0.0,0.0,0.0,762,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.2,7.3,-2.5,10.5,0.0,3.4,63.0,1032.2,0.0
2022-02-28,Monday,February,2022,9,1200.4,25.2,8.4,0.0,0.0,0.0,4.2,0.0,8.4,4.2,0.0,0.0,0.0,525,6.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8,8.9,-5.8,10.6,0.0,2.2,56.0,1032.0,0.0
2022-03-01,Tuesday,March,2022,9,1065.4,29.4,0.0,0.0,0.0,0.0,4.2,0.0,16.8,8.4,0.0,0.0,0.0,414,7.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.4,7.1,-5.4,9.7,3.0,1.7,55.0,1030.2,0.0
2022-03-02,Wednesday,March,2022,9,800.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,7.2,-5.5,1.4,6.0,1.2,63.0,1024.8,0.0
2022-03-03,Thursday,March,2022,9,1543.4,63.0,12.6,0.0,0.0,0.0,0.0,0.0,29.4,21.0,0.0,0.0,0.0,724,15.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,2.4,10.0,-5.3,10.5,1.0,1.9,59.0,1019.2,0.0
2022-03-04,Friday,March,2022,9,1246.6,33.6,16.8,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,587,8.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,8.1,-6.3,10.8,0.0,1.9,50.0,1019.9,
2022-03-05,Saturday,March,2022,9,1783.8,50.4,16.8,0.0,0.0,0.0,4.2,0.0,8.4,21.0,0.0,0.0,0.0,859,12.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.5,6.4,-4.7,10.4,1.0,2.8,56.0,1021.2,
2022-03-06,Sunday,March,2022,9,1379.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,8.4,0.0,0.0,0.0,635,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,5.3,-5.5,5.6,4.0,3.2,56.0,1022.3,
2022-03-08,Tuesday,March,2022,10,941.8,8.4,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.2,0.0,0.0,0.0,436,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,8.6,-5.1,11.0,0.0,2.7,46.0,1023.3,0.0
2022-03-09,Wednesday,March,2022,10,921.4,29.4,12.6,0.0,0.0,0.0,4.2,0.0,0.0,12.6,0.0,0.0,0.0,414,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.4,11.7,-6.6,11.1,0.0,1.4,48.0,1024.9,0.0
2022-03-10,Thursday,March,2022,10,953.0,33.6,16.8,0.0,0.0,0.0,4.2,0.0,8.4,4.2,0.0,0.0,0.0,473,8.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.5,14.1,-4.9,11.2,0.0,2.6,47.0,1025.5,0.0
2022-03-11,Friday,March,2022,10,1262.0,37.8,12.6,0.0,0.0,0.0,0.0,0.0,16.8,8.4,0.0,0.0,0.0,604,9.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.6,13.6,-3.0,10.0,3.0,2.8,49.0,1020.1,0.0
2022-03-12,Saturday,March,2022,10,1745.4,63.0,29.4,0.0,0.0,0.0,0.0,0.0,29.4,4.2,0.0,0.0,0.0,803,15.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,6.1,13.9,-0.4,10.2,7.0,2.0,49.0,1019.8,0.0
2022-03-13,Sunday,March,2022,10,1471.4,130.2,29.4,0.0,0.0,0.0,16.8,0.0,63.0,21.0,0.0,0.0,0.0,635,31.0,7.0,0.0,0.0,0.0,4.0,0.0,15.0,5.0,0.0,0.0,0.0,2.2,6.4,16.1,-2.7,11.0,2.0,1.7,50.0,1016.9,0.0
2022-03-14,Monday,March,2022,11,886.2,46.2,4.2,0.0,0.0,0.0,0.0,0.0,37.8,4.2,0.0,0.0,0.0,380,11.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,8.8,14.7,4.2,8.7,6.0,3.0,61.0,1025.6,0.0
2022-03-15,Tuesday,March,2022,11,721.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.8,10.4,3.1,0.0,8.0,1.2,82.0,1026.2,0.0
2022-03-16,Wednesday,March,2022,11,785.2,8.4,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,338,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,11.7,5.4,0.5,7.0,2.6,84.0,1024.7,0.0
2022-03-18,Friday,March,2022,11,908.2,25.200000000000003,16.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,383,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.8,11.5,4.5,3.0,7.0,5.4,76.0,1036.4,0.0
2022-03-19,Saturday,March,2022,11,1720.6,29.4,8.4,0.0,0.0,0.0,4.2,0.0,4.2,12.6,0.0,0.0,0.0,831,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.5,11.5,1.5,8.6,2.0,5.3,64.0,1036.3,0.0
2022-03-20,Sunday,March,2022,11,1561.2,96.6,25.2,0.0,0.0,0.0,0.0,0.0,63.0,8.4,0.0,0.0,0.0,758,23.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,8.1,16.1,1.3,10.0,4.0,2.2,50.0,1029.3,0.0
2022-03-21,Monday,March,2022,12,783.5,29.4,12.6,0.0,0.0,0.0,0.0,0.0,8.4,8.4,0.0,0.0,0.0,375,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.5,15.8,-0.8,9.9,4.0,1.6,50.0,1032.1,0.0
2022-03-22,Tuesday,March,2022,12,929.6,109.20000000000002,33.6,0.0,0.0,0.0,16.8,0.0,50.4,8.4,0.0,0.0,0.0,368,26.0,8.0,0.0,0.0,0.0,4.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,7.3,16.8,-2.1,11.6,0.0,1.6,52.0,1031.8,0.0
2022-03-23,Wednesday,March,2022,12,793.6,50.4,12.6,0.0,0.0,0.0,8.4,0.0,21.0,8.4,0.0,0.0,0.0,354,12.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,8.5,17.9,-1.7,11.7,0.0,1.8,48.0,1030.5,0.0
2022-03-24,Thursday,March,2022,12,942.2,63.0,29.4,0.0,0.0,0.0,0.0,0.0,16.8,16.8,0.0,0.0,0.0,387,15.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,18.4,-0.9,11.7,0.0,1.6,46.0,1028.2,0.0
2022-03-25,Friday,March,2022,12,1032.8,189.0,105.0,0.0,0.0,0.0,0.0,0.0,67.2,16.8,0.0,0.0,0.0,453,45.0,25.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,9.5,18.7,-0.4,11.5,0.0,1.9,47.0,1027.2,0.0
2022-03-26,Saturday,March,2022,12,1951.65,180.6,67.2,0.0,0.0,0.0,16.8,0.0,58.8,37.8,0.0,0.0,0.0,821,43.0,16.0,0.0,0.0,0.0,4.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,10.6,18.5,0.5,11.7,0.0,2.6,42.0,1028.2,0.0
2022-03-27,Sunday,March,2022,12,1514.83,210.0,63.0,0.0,0.0,0.0,0.0,0.0,113.4,33.6,0.0,0.0,0.0,665,50.0,15.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,10.1,20.0,-0.5,11.9,0.0,1.7,47.0,1028.5,0.0
