date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Coffee_sales,Coffee_count,Cappuccino_sales,Cappuccino_count,Flat White_sales,Flat White_count,Cappuccino groß_sales,Cappuccino groß_count,Caffé Latte_sales,Caffé Latte_count,Filterkaffee_sales,Filterkaffee_count,Caffé Latte doppelt_sales,Caffé Latte doppelt_count,Espresso Macchiato_sales,Espresso Macchiato_count,Espresso single_sales,Espresso single_count,Café Crème_sales,Café Crème_count,Doppio Macchiato_sales,Doppio Macchiato_count,Americano_sales,Americano_count,Hand Brew_sales,Hand Brew_count,Americano groß_sales,Americano groß_count,Café Crème groß_sales,Café Crème groß_count,Doppio_sales,Doppio_count,Extra Shot_sales,Extra Shot_count,Oat Cappu klein_sales,Oat Cappu klein_count,Oat Flat_sales,Oat Flat_count,Oat Cappu groß_sales,Oat Cappu groß_count,Oat Latte klein_sales,Oat Latte klein_count,Oat Latte groß_sales,Oat Latte groß_count,Hafer Cappuccino Groß_sales,Hafer Cappuccino Groß_count,Hafer Cappuccino_sales,Hafer Cappuccino_count,Hafer Flat White_sales,Hafer Flat White_count,Caffè Latte_sales,Caffè Latte_count,Caffè Latte Groß_sales,Caffè Latte Groß_count,Hafer Espresso Macchiato_sales,Hafer Espresso Macchiato_count,Hafer Caffè Latte_sales,Hafer Caffè Latte_count,Hafer Caffè Latte Groß_sales,Hafer Caffè Latte Groß_count,Decaf Caffè Latte Groß *_sales,Decaf Caffè Latte Groß *_count,Decaf Cappuccino *_sales,Decaf Cappuccino *_count,Decaf Flat White *_sales,Decaf Flat White *_count,Decaf Cappuccino Groß *_sales,Decaf Cappuccino Groß *_count,Decaf Caffè Latte *_sales,Decaf Caffè Latte *_count,Flat White auf Eis_sales,Flat White auf Eis_count,Hafer Flat White auf ice_sales,Hafer Flat White auf ice_count,Hafer Espresso Macchiato dopio_sales,Hafer Espresso Macchiato dopio_count,Decaf Espresso_sales,Decaf Espresso_count,Decaf Flat White auf Ice_sales,Decaf Flat White auf Ice_count,Coldbrew_sales,Coldbrew_count,Decaf doppio_sales,Decaf doppio_count,Decaf Espresso Macchiato *_sales,Decaf Espresso Macchiato *_count,Decaf Americano_sales,Decaf Americano_count,Flat White auf Eis._sales,Flat White auf Eis._count,Cold Brew_sales,Cold Brew_count,Decaf Espresso Macchiato dopio *_sales,Decaf Espresso Macchiato dopio *_count,Espresso Doppio Macchiato_sales,Espresso Doppio Macchiato_count,Hafer Flat White auf Eis_sales,Hafer Flat White auf Eis_count,Espresso Doppio_sales,Espresso Doppio_count,Espresso Single_sales,Espresso Single_count,Espresso Tonic_sales,Espresso Tonic_count,Decaf Cappuccino_sales,Decaf Cappuccino_count,Hafer Caffè Latte groß_sales,Hafer Caffè Latte groß_count,Decaf Caffè Latte_sales,Decaf Caffè Latte_count,Decaf Espresso Single_sales,Decaf Espresso Single_count,Decaf Flat White auf Eis_sales,Decaf Flat White auf Eis_count,Hafer Espresso Macchiato groß_sales,Hafer Espresso Macchiato groß_count,Decaf Cappuccino Groß_sales,Decaf Cappuccino Groß_count,Decaf Flat White_sales,Decaf Flat White_count,Decaf Espresso Macchiato_sales,Decaf Espresso Macchiato_count,Decaf Caffè Latte Groß_sales,Decaf Caffè Latte Groß_count,Hafer Food Cappuccino_sales,Hafer Food Cappuccino_count,Hafer Food Flat White_sales,Hafer Food Flat White_count,Hafer Food Cappuccino groß_sales,Hafer Food Cappuccino groß_count,Hafer Food Caffe Latte groß_sales,Hafer Food Caffe Latte groß_count,Hafer Food Caffe Latte_sales,Hafer Food Caffe Latte_count,Decaf Americano Groß_sales,Decaf Americano Groß_count,Cappuccino HaferTetra_sales,Cappuccino HaferTetra_count,Cappuccino HaferTetra Groß_sales,Cappuccino HaferTetra Groß_count,Flat White HaferTetra_sales,Flat White HaferTetra_count,Caffe Latte HaferTetra_sales,Caffe Latte HaferTetra_count,Decaf Espresso Doppio_sales,Decaf Espresso Doppio_count,Decaf Espresso Macchiato Doppio_sales,Decaf Espresso Macchiato Doppio_count,Nitro Americano_sales,Nitro Americano_count,Hafer Caffè Latte doppelt_sales,Hafer Caffè Latte doppelt_count,Hafer Espresso Macchiato doppelt_sales,Hafer Espresso Macchiato doppelt_count,Cá Phê Sūa dá_sales,Cá Phê Sūa dá_count,Cappuccino free_sales,Cappuccino free_count,Filterkaffee Free_sales,Filterkaffee Free_count,Café Latte Free_sales,Café Latte Free_count,Flat White Free_sales,Flat White Free_count,Americano Free_sales,Americano Free_count,_sales,_count
2021-08-02,Monday,August,2021,31,1000.40,394,1928.0000000000005,660.0,176.80,52,87.40,23,75.60,18,68.40,19,44.20,17,20.00,5,14.40,6,0.0,0.0,0.0,0.0,0.0,0.0,36.40,13,13.80,3,24.00,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.20,6,85.00,25,30.40,8,0.0,0.0,0.0,0.0,0.0,0.0,10.80,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,19.00,5,0.0,0.0,9.00,3,50.40,12,7.80,3,28.60,13,21.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,Tuesday,August,2021,31,869.20,321,1662.4,555.0,244.80,72,60.80,16,54.60,13,57.60,16,20.80,8,24.00,6,24.00,10,0.0,0.0,0.0,0.0,0.0,0.0,50.40,18,18.40,4,24.00,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80,9,57.80,17,22.80,6,0.0,0.0,0.0,0.0,0.0,0.0,14.40,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.60,3,11.40,3,0.0,0.0,3.00,1,4.20,1,13.00,5,22.00,10,0.0,0.0,3.40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,Wednesday,August,2021,31,1052.80,445,2037.3999999999994,728.0,217.60,64,64.60,17,58.80,14,75.60,21,26.00,10,20.00,5,16.80,7,0.0,0.0,0.0,0.0,0.0,0.0,39.20,14,27.60,6,12.00,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.80,14,91.80,27,41.80,11,0.0,0.0,0.0,0.0,0.0,0.0,36.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.60,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.40,8,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,0.0,0.0,0.0,0.0,21.00,7,50.40,12,28.60,11,22.00,10,4.20,1,0.0,0.0,0.0,0.0,3.60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,Thursday,August,2021,31,852.80,351,1616.6000000000001,568.0,166.60,49,57.00,15,33.60,8,28.80,8,10.40,4,8.00,2,9.60,4,0.0,0.0,0.0,0.0,0.0,0.0,25.20,9,23.00,5,9.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,88.40,26,34.20,9,0.0,0.0,0.0,0.0,0.0,0.0,32.40,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,2.80,1,25.20,6,41.80,11,0.0,0.0,9.00,3,42.00,10,31.20,12,6.60,3,21.00,5,0.0,0.0,8.00,2,3.60,1,0.0,0.0,4.20,1,9.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,Friday,August,2021,31,1106.80,443,2123.6,734.0,170.00,50,53.20,14,121.80,29,82.80,23,15.60,6,12.00,3,19.20,8,0.0,0.0,0.0,0.0,0.0,0.0,47.60,17,4.60,1,6.00,2,0.0,0.0,0.0,0.0,1.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.20,6,146.20,43,41.80,11,0.0,0.0,0.0,0.0,0.0,0.0,25.20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,15.20,4,0.0,0.0,12.00,4,71.40,17,23.40,9,22.00,10,4.20,1,6.80,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,4.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,Saturday,August,2021,31,1105.20,421,2064.2,705.0,265.20,78,95.00,25,67.20,16,75.60,21,20.80,8,24.00,6,21.60,9,0.0,0.0,0.0,0.0,0.0,0.0,44.80,16,4.60,1,42.00,14,0.0,0.0,0.0,0.0,1.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,7.60,2,0.0,0.0,18.00,6,4.20,1,23.40,9,19.80,9,21.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.00,30,38.00,10,21.00,5,16.00,4,10.80,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,Sunday,August,2021,31,1259.40,506,2300.0000000000005,805.0,183.60,54,53.20,14,63.00,15,50.40,14,52.00,20,16.00,4,16.80,7,0.0,0.0,0.0,0.0,0.0,0.0,47.60,17,18.40,4,9.00,3,0.0,0.0,0.0,0.0,0.60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.20,11,95.20,28,38.00,10,0.0,0.0,0.0,0.0,0.0,0.0,21.60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,45.60,12,0.0,0.0,6.00,2,100.80,24,23.40,9,33.00,15,16.80,4,6.80,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,Monday,August,2021,32,924.80,347,1764.2,584.0,193.80,57,79.80,21,46.20,11,32.40,9,23.40,9,0.0,0.0,14.40,6,0.0,0.0,0.0,0.0,0.0,0.0,42.00,15,13.80,3,12.00,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.60,8,54.40,16,38.00,10,0.0,0.0,0.0,0.0,0.0,0.0,21.60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,0.0,0.0,16.80,4,22.80,6,0.0,0.0,9.00,3,92.40,22,13.00,5,13.20,6,8.40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,Tuesday,August,2021,32,890.40,353,1719.9999999999998,588.0,125.80,37,57.00,15,58.80,14,46.80,13,28.60,11,8.00,2,9.60,4,0.0,0.0,0.0,0.0,0.0,0.0,28.00,10,18.40,4,18.00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.20,6,108.80,32,30.40,8,0.0,0.0,0.0,0.0,2.40,1,21.60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,22.80,6,0.0,0.0,9.00,3,79.80,19,13.00,5,22.00,10,25.20,6,0.0,0.0,12.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-11,Wednesday,August,2021,32,808.20,347,1558.5999999999997,558.0,85.00,25,34.20,9,50.40,12,50.40,14,20.80,8,8.00,2,21.60,9,0.0,0.0,0.0,0.0,0.0,0.0,53.20,19,9.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80,4,37.40,11,34.20,9,0.0,0.0,0.0,0.0,0.0,0.0,21.60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.80,6,0.0,0.0,0.0,0.0,0.0,0.0,58.80,14,3.80,1,0.0,0.0,15.00,5,75.60,18,18.20,7,11.00,5,37.80,9,0.0,0.0,4.00,1,0.0,0.0,0.0,0.0,0.0,0.0,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,Thursday,August,2021,32,818.20,308,1556.8000000000002,510.0,91.80,27,34.20,9,33.60,8,46.80,13,7.80,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.40,8,4.60,1,9.00,3,0.0,0.0,0.0,0.0,1.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00,5,23.80,7,26.60,7,0.0,0.0,0.0,0.0,0.0,0.0,10.80,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,5,0.0,0.0,0.0,0.0,0.0,0.0,63.00,15,49.40,13,0.0,0.0,3.00,1,113.40,27,18.20,7,19.80,9,46.20,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.60,3,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,4.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,Friday,August,2021,32,799.80,302,1512.2,505.0,142.80,42,30.40,8,29.40,7,36.00,10,23.40,9,0.0,0.0,12.00,5,0.0,0.0,0.0,0.0,0.0,0.0,14.00,5,4.60,1,0.0,0.0,0.0,0.0,0.0,0.0,1.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,57.80,17,19.00,5,0.0,0.0,0.0,0.0,0.0,0.0,10.80,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.80,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.20,4,0.0,0.0,0.0,0.0,2.80,1,25.20,6,34.20,9,0.0,0.0,6.00,2,92.40,22,15.60,6,24.20,11,37.80,9,3.40,1,4.00,1,0.0,0.0,0.0,0.0,4.20,1,3.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,Saturday,August,2021,32,1090.20,376,2098.5999999999995,651.0,149.60,44,57.00,15,58.80,14,28.80,8,28.60,11,28.00,7,4.80,2,0.0,0.0,0.0,0.0,0.0,0.0,44.80,16,4.60,1,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00,5,40.80,12,22.80,6,0.0,0.0,0.0,0.0,0.0,0.0,7.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.20,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.40,8,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,34.20,9,0.0,0.0,3.00,1,163.80,39,13.00,5,24.20,11,25.20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,Sunday,August,2021,32,851.20,289,1592.8,495.0,95.20,28,30.40,8,37.80,9,32.40,9,36.40,14,4.00,1,12.00,5,0.0,0.0,0.0,0.0,0.0,0.0,11.20,4,9.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80,4,30.60,9,60.80,16,0.0,0.0,0.0,0.0,2.40,1,21.60,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.20,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.80,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80,1,0.0,0.0,3.00,1,134.40,32,15.60,6,22.00,10,21.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,Monday,August,2021,33,1015.80,387,1969.1999999999998,662.0,163.20,48,49.40,13,71.40,17,61.20,17,62.40,24,16.00,4,21.60,9,0.0,0.0,0.0,0.0,0.0,0.0,47.60,17,23.00,5,9.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.00,10,81.60,24,57.00,15,0.0,0.0,0.0,0.0,0.0,0.0,28.80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60,2,0.0,0.0,0.0,0.0,0.0,0.0,4.20,1,41.80,11,0.0,0.0,0.0,0.0,63.00,15,18.20,7,19.80,9,8.40,2,6.80,2,8.00,2,3.60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-17,Tuesday,August,2021,33,963.60,379,1901.9999999999998,660.0,224.40,66,114.00,30,67.20,16,82.80,23,36.40,14,8.00,2,16.80,7,0.0,0.0,0.0,0.0,0.0,0.0,70.00,25,9.20,2,3.00,1,0.0,0.0,0.0,0.0,0.60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.60,3,64.60,19,49.40,13,0.0,0.0,0.0,0.0,0.0,0.0,28.80,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.60,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80,4,11.40,3,0.0,0.0,15.00,5,4.20,1,33.80,13,35.20,16,4.20,1,6.80,2,4.00,1,3.60,1,0.0,0.0,0.0,0.0,3.00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,Wednesday,August,2021,33,1046.60,399,1998.8000000000004,677.0,221.00,65,102.60,27,67.20,16,25.20,7,31.20,12,12.00,3,4.80,2,0.0,0.0,0.0,0.0,0.0,0.0,78.40,28,13.80,3,9.00,3,0.0,0.0,0.0,0.0,1.20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.00,10,91.80,27,38.00,10,0.0,0.0,0.0,0.0,2.40,1,25.20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.20,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,19.00,5,0.0,0.0,12.00,4,25.20,6,23.40,9,24.20,11,12.60,3,3.40,1,12.00,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-19,Thursday,August,2021,33,965.60,351,1855.8000000000002,611.0,224.40,66,79.80,21,42.00,10,54.00,15,39.00,15,8.00,2,9.60,4,0.0,0.0,0.0,0.0,0.0,0.0,39.20,14,4.60,1,18.00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.40,7,85.00,25,68.40,18,0.0,0.0,0.0,0.0,4.80,2,25.20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.40,3,0.0,0.0,0.0,0.0,0.0,0.0,8.40,2,7.60,2,0.0,0.0,6.00,2,29.40,7,15.60,6,24.20,11,4.20,1,0.0,0.0,4.00,1,0.0,0.0,0.0,0.0,4.20,1,6.00,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
