date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Hafer_sales,Hafer_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count,Non Kaffee_sales,Non Kaffee_count,Equipment__sales,Equipment__count,Summer_sales,Summer_count,Decaf_sales,Decaf_count
2021-07-30,Friday,July,2021,30,1092.40,472,296.40,98,299.20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-31,Saturday,July,2021,30,2499.20,1015,830.80,244,792.40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,Monday,August,2021,31,1000.40,394,199.60,70,266.20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,Tuesday,August,2021,31,869.20,321,285.20,99,351.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-04,Wednesday,August,2021,31,1052.80,445,251.60,86,525.00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-05,Thursday,August,2021,31,852.80,351,180.60,61,321.40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-06,Friday,August,2021,31,1106.80,443,297.00,92,368.50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-07,Saturday,August,2021,31,1105.20,421,355.40,110,437.50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,Sunday,August,2021,31,1259.40,506,408.60,122,125.50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,Monday,August,2021,32,924.80,347,174.60,60,258.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,Tuesday,August,2021,32,890.40,353,191.80,66,219.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,Wednesday,August,2021,32,808.20,347,176.40,61,432.50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,Thursday,August,2021,32,818.20,308,154.60,56,414.50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,Friday,August,2021,32,799.80,302,168.60,50,337.80,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-14,Saturday,August,2021,32,1090.20,376,288.60,86,371.30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,Sunday,August,2021,32,851.20,289,275.20,84,266.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,Monday,August,2021,33,1015.80,387,294.20,99,303.50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,Tuesday,August,2021,33,963.60,379,263.40,89,462.00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,Wednesday,August,2021,33,1046.60,399,247.20,86,346.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,Thursday,August,2021,33,965.60,351,245.00,88,543.00,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-20,Friday,August,2021,33,1009.80,360,251.00,80,249.70,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,Saturday,August,2021,33,1292.80,457,352.40,110,475.00,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,Sunday,August,2021,33,882.00,307,306.00,95,269.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,Monday,August,2021,34,891.60,332,197.80,66,283.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,Tuesday,August,2021,34,994.00,352,256.70,87,282.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,Wednesday,August,2021,34,1162.60,426,252.40,87,321.50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,Thursday,August,2021,34,697.40,257,221.80,72,161.50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,Friday,August,2021,34,1095.60,390,338.40,103,414.90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,Saturday,August,2021,34,1091.00,379,392.80,120,408.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,Sunday,August,2021,34,717.20,275,224.20,65,152.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,Monday,August,2021,35,722.60,262,171.40,56,399.00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,Tuesday,August,2021,35,837.60,341,161.00,56,392.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,Wednesday,September,2021,35,1004.20,386,222.60,76,288.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,Thursday,September,2021,35,985.80,403,227.00,76,240.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,Friday,September,2021,35,1075.60,405,312.80,97,193.70,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,Saturday,September,2021,35,1423.40,560,381.80,114,355.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,Sunday,September,2021,35,1212.80,465,381.60,107,144.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,Monday,September,2021,36,1003.20,348,195.20,65,390.90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-07,Tuesday,September,2021,36,918.00,336,238.20,80,259.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,Wednesday,September,2021,36,808.20,299,215.80,72,195.30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,Thursday,September,2021,36,926.40,328,248.80,83,253.40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,Friday,September,2021,36,900.00,340,243.20,75,339.30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,Saturday,September,2021,36,1359.00,562,366.60,117,395.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,Sunday,September,2021,36,1372.00,585,402.60,124,237.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,Monday,September,2021,37,878.40,328,189.00,66,371.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-14,Tuesday,September,2021,37,656.00,267,181.60,63,348.00,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,Wednesday,September,2021,37,698.60,312,169.00,57,284.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,Thursday,September,2021,37,854.60,320,250.80,84,263.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-17,Friday,September,2021,37,1196.80,477,331.90,107,521.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-18,Saturday,September,2021,37,1839.20,702,460.20,140,706.70,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,Sunday,September,2021,37,1430.00,548,482.60,155,195.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,Monday,September,2021,38,814.80,325,213.20,74,237.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-21,Tuesday,September,2021,38,905.00,385,238.80,82,201.00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,Wednesday,September,2021,38,1021.00,383,270.20,94,345.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23,Thursday,September,2021,38,1059.40,391,302.20,105,278.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-24,Friday,September,2021,38,1181.20,449,321.60,103,230.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-25,Saturday,September,2021,38,1665.20,661,499.80,152,366.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-26,Sunday,September,2021,38,1022.40,416,442.50,128,324.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,Monday,September,2021,39,885.60,344,251.40,89,215.50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-28,Tuesday,September,2021,39,1009.80,388,264.00,88,307.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-29,Wednesday,September,2021,39,966.80,341,188.00,65,349.90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-30,Thursday,September,2021,39,1102.00,439,256.40,90,413.00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,Friday,October,2021,39,1201.00,456,390.20,120,789.80,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-02,Saturday,October,2021,39,1741.60,634,571.70,173,614.00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-03,Sunday,October,2021,39,1133.80,489,328.00,103,145.00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-04,Monday,October,2021,40,755.40,297,232.80,79,219.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,Tuesday,October,2021,40,821.40,333,160.40,57,263.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-06,Wednesday,October,2021,40,848.80,334,244.40,83,408.50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-07,Thursday,October,2021,40,884.20,333,246.00,80,207.90,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-08,Friday,October,2021,40,1072.20,400,376.20,115,408.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-09,Saturday,October,2021,40,1709.80,646,544.60,166,459.00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-10,Sunday,October,2021,40,1586.20,674,591.00,184,513.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,Monday,October,2021,41,922.40,374,298.60,98,164.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,Tuesday,October,2021,41,553.00,197,169.20,60,242.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,Wednesday,October,2021,41,887.20,337,254.60,88,133.50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-14,Thursday,October,2021,41,1126.00,467,303.00,106,304.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-15,Friday,October,2021,41,1212.30,450,495.80,148,504.45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16,Saturday,October,2021,41,3386.20,1427,1184.40,363,782.50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18,Monday,October,2021,42,1114.80,444,231.40,78,410.30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-19,Tuesday,October,2021,42,750.60,303,203.20,68,333.50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-20,Wednesday,October,2021,42,1045.80,418,296.40,104,236.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-21,Thursday,October,2021,42,1031.60,461,312.60,110,390.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-22,Friday,October,2021,42,1330.80,479,481.80,145,473.00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-23,Saturday,October,2021,42,1799.60,730,555.60,168,590.20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-24,Sunday,October,2021,42,1499.80,656,554.40,175,206.40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-25,Monday,October,2021,43,868.40,315,247.40,84,169.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-26,Tuesday,October,2021,43,839.60,356,209.40,72,281.60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-27,Wednesday,October,2021,43,990.60,404,278.00,96,335.00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-28,Thursday,October,2021,43,905.00,425,268.60,92,253.70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-29,Friday,October,2021,43,1358.40,525,376.40,116,557.50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-30,Saturday,October,2021,43,1352.40,548,491.40,146,566.40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-31,Sunday,October,2021,43,1239.60,509,531.30,152,247.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-01,Monday,November,2021,44,912.40,347,370.40,121,487.70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-02,Tuesday,November,2021,44,715.60,277,217.20,74,302.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-03,Wednesday,November,2021,44,684.00,259,172.00,60,268.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-04,Thursday,November,2021,44,567.80,225,216.80,73,215.50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-05,Friday,November,2021,44,836.60,316,389.40,96,397.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Saturday,November,2021,44,1473.20,547,486.60,142,608.50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-07,Sunday,November,2021,44,1085.20,479,468.60,134,202.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-08,Monday,November,2021,45,838.20,358,280.40,97,329.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-09,Tuesday,November,2021,45,1510.60,597,420.80,140,338.70,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-11,Thursday,November,2021,45,765.00,316,206.60,68,281.00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-12,Friday,November,2021,45,1250.80,510,484.80,127,400.05,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-13,Saturday,November,2021,45,1127.60,488,487.20,146,541.00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,Sunday,November,2021,45,1071.00,452,476.20,139,220.50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-15,Monday,November,2021,46,636.80,253,195.60,65,222.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-16,Tuesday,November,2021,46,582.80,230,128.00,46,170.50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-17,Wednesday,November,2021,46,566.20,236,157.60,54,369.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-18,Thursday,November,2021,46,594.40,234,153.00,51,116.50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-19,Friday,November,2021,46,1050.20,419,418.80,110,448.20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Saturday,November,2021,46,1385.20,594,520.60,155,630.20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-21,Sunday,November,2021,46,1029.80,439,384.00,114,232.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-22,Monday,November,2021,47,455.60,166,178.40,60,308.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,Tuesday,November,2021,47,728.20,291,183.20,64,710.50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,Wednesday,November,2021,47,641.80,249,172.00,59,163.70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-25,Thursday,November,2021,47,664.40,260,153.40,55,231.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-26,Friday,November,2021,47,686.00,264,325.50,76,375.70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Saturday,November,2021,47,1272.80,564,463.20,139,800.00,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-28,Sunday,November,2021,47,1026.40,456,379.40,114,140.00,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-29,Monday,November,2021,48,554.60,204,185.00,61,353.50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-30,Tuesday,November,2021,48,521.00,198,201.80,71,363.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-01,Wednesday,December,2021,48,551.00,215,168.00,57,431.70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-02,Thursday,December,2021,48,620.60,245,210.60,69,581.20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-03,Friday,December,2021,48,883.40,378,270.70,81,486.50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,Saturday,December,2021,48,1115.00,552,239.00,73,1182.00,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-05,Sunday,December,2021,48,1254.40,664,417.80,121,405.50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-06,Monday,December,2021,49,582.40,261,146.00,51,485.00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-07,Tuesday,December,2021,49,576.80,243,119.00,44,345.50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-08,Wednesday,December,2021,49,519.20,199,127.60,43,434.20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-09,Thursday,December,2021,49,631.80,261,128.80,45,468.00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-10,Friday,December,2021,49,659.00,236,293.70,82,565.00,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-11,Saturday,December,2021,49,1237.40,530,347.80,108,1345.50,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-12,Sunday,December,2021,49,1030.10,459,362.20,107,516.90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-13,Monday,December,2021,50,1980.60,900,493.20,163,2318.45,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-16,Thursday,December,2021,50,744.40,302,165.80,54,1014.95,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-17,Friday,December,2021,50,1024.00,431,282.40,86,966.50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-18,Saturday,December,2021,50,1364.54,602,414.20,122,1536.36,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-19,Sunday,December,2021,50,1016.60,415,299.80,92,580.70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-20,Monday,December,2021,51,776.00,315,220.40,76,1256.00,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-21,Tuesday,December,2021,51,913.80,419,220.00,72,1881.75,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-22,Wednesday,December,2021,51,1788.20,720,445.50,178,4008.80,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-24,Friday,December,2021,51,520.20,224,144.20,52,551.60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-27,Monday,December,2021,52,1229.32,532,304.88,106,670.30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28,Tuesday,December,2021,52,994.20,398,270.80,87,262.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,Wednesday,December,2021,52,1047.40,452,333.80,108,456.85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,Thursday,December,2021,52,1192.00,530,360.20,115,417.50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-31,Friday,December,2021,52,1555.40,673,556.00,154,454.50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-02,Sunday,January,2022,52,1528.80,705,430.80,134,255.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-03,Monday,January,2022,1,1142.40,487,316.00,105,590.70,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-04,Tuesday,January,2022,1,624.00,252,193.60,61,279.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-05,Wednesday,January,2022,1,978.00,454,218.60,73,596.60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,Thursday,January,2022,1,987.60,440,369.00,118,181.80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,Friday,January,2022,1,985.60,408,343.60,108,1004.50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,Saturday,January,2022,1,2227.00,998,712.80,218,558.00,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,Monday,January,2022,2,618.40,258,151.20,52,207.60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-11,Tuesday,January,2022,2,461.40,241,123.20,40,259.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-12,Wednesday,January,2022,2,817.20,335,217.80,73,357.00,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-13,Thursday,January,2022,2,775.00,332,210.00,74,443.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-14,Friday,January,2022,2,993.20,446,302.00,96,209.00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-15,Saturday,January,2022,2,1508.00,709,448.80,144,524.50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-16,Sunday,January,2022,2,1128.80,600,436.60,133,297.80,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,Monday,January,2022,3,548.60,231,143.40,50,307.50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-18,Tuesday,January,2022,3,599.60,295,129.60,44,315.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-19,Wednesday,January,2022,3,769.00,350,172.40,59,269.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-20,Thursday,January,2022,3,547.80,206,152.20,51,278.50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-21,Friday,January,2022,3,718.00,282,246.60,82,333.90,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-22,Saturday,January,2022,3,1210.20,491,391.80,124,564.50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-23,Sunday,January,2022,3,1007.60,430,281.00,89,243.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,Monday,January,2022,4,745.80,343,188.60,67,313.00,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,Tuesday,January,2022,4,763.60,366,193.20,67,254.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-26,Wednesday,January,2022,4,597.80,258,147.60,53,258.40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-27,Thursday,January,2022,4,615.00,264,201.60,70,359.40,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-28,Friday,January,2022,4,890.00,373,278.60,88,267.50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-29,Saturday,January,2022,4,1227.60,498,390.40,123,542.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-30,Sunday,January,2022,4,1544.00,670,354.80,111,241.00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-31,Monday,January,2022,5,575.20,224,160.60,55,358.20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,Tuesday,February,2022,5,540.90,228,147.20,50,334.20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-02,Wednesday,February,2022,5,542.40,248,140.20,49,281.50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,Thursday,February,2022,5,673.00,285,169.40,57,272.00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-04,Friday,February,2022,5,868.80,382,215.60,66,444.00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-05,Saturday,February,2022,5,1896.20,984,475.00,153,716.00,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-06,Sunday,February,2022,5,968.00,436,405.60,129,463.20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-07,Monday,February,2022,6,561.00,253,169.00,61,345.00,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08,Tuesday,February,2022,6,1002.20,434,287.60,97,363.40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-09,Wednesday,February,2022,6,1207.20,506,304.60,100,442.30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-10,Thursday,February,2022,6,1023.60,429,310.20,101,281.00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-11,Friday,February,2022,6,941.60,405,344.60,102,447.90,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-12,Saturday,February,2022,6,1874.20,796,584.60,180,863.00,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-13,Sunday,February,2022,6,2512.80,1192,666.00,214,812.60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,Tuesday,February,2022,7,763.60,322,205.80,65,554.50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-16,Wednesday,February,2022,7,690.20,293,199.20,61,582.00,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-17,Thursday,February,2022,7,955.60,364,281.60,88,347.80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-18,Friday,February,2022,7,1111.80,482,372.80,116,652.50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-19,Saturday,February,2022,7,1936.20,880,544.20,167,814.40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-20,Sunday,February,2022,7,1165.65,525,504.50,158,365.25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,Monday,February,2022,8,666.00,233,167.00,53,639.00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-22,Tuesday,February,2022,8,739.80,295,199.40,64,202.00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-23,Wednesday,February,2022,8,1234.20,520,304.00,105,443.70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
