date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Hafer_sales,Hafer_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count,Non Kaffee_sales,Non Kaffee_count,Equipment__sales,Equipment__count,Summer_sales,Summer_count,Decaf_sales,Decaf_count,precipitation,temperature_mean,temperature_max,temperature_min,sunshine_duration,cloud_cover,wind_speed,humidity,pressure,snow_depth
2021-07-22,Thursday,July,2021,29,884.4,320,170.6,57,477.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,205.0,265.0,132.0,135.0,1.0,18.0,62.0,10196.0,
2021-07-23,Friday,July,2021,29,986.6,485,263.2,80,325.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,213.0,278.0,140.0,137.0,2.0,13.0,63.0,10151.0,
2021-07-24,Saturday,July,2021,29,1242.4,469,339.6,99,728.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,213.0,278.0,161.0,42.0,7.0,18.0,72.0,10098.0,
2021-07-25,Sunday,July,2021,29,1047.2,412,392.4,116,223.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,195.0,229.0,155.0,34.0,6.0,16.0,83.0,10103.0,
2021-07-26,Monday,July,2021,30,912.0,330,166.0,57,282.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,181.0,253.0,140.0,64.0,5.0,15.0,81.0,10122.0,
2021-07-27,Tuesday,July,2021,30,1157.8,399,210.8,72,428.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,201.0,255.0,129.0,96.0,6.0,15.0,73.0,10137.0,
2021-07-28,Wednesday,July,2021,30,884.0,334,211.2,72,485.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,187.0,239.0,139.0,46.0,6.0,23.0,78.0,10141.0,
2021-07-29,Thursday,July,2021,30,1080.6,399,246.4,84,355.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,190.0,245.0,126.0,112.0,3.0,28.0,68.0,10145.0,
2021-07-30,Friday,July,2021,30,1092.4,472,296.4,98,299.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,197.0,277.0,112.0,103.0,3.0,25.0,72.0,10112.0,
2021-07-31,Saturday,July,2021,30,2499.2,1015,830.8,244,792.4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,192.0,239.0,142.0,109.0,4.0,30.0,63.0,10112.0,
2021-08-02,Monday,August,2021,31,1000.4,394,199.6,70,266.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,161.0,211.0,117.0,49.0,6.0,20.0,78.0,10150.0,
2021-08-03,Tuesday,August,2021,31,869.2,321,285.2,99,351.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,153.0,187.0,113.0,22.0,7.0,21.0,81.0,10150.0,
2021-08-04,Wednesday,August,2021,31,1052.8,445,251.6,86,525.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,163.0,196.0,137.0,25.0,8.0,12.0,75.0,10138.0,
2021-08-05,Thursday,August,2021,31,852.8,351,180.6,61,321.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,171.0,223.0,134.0,32.0,6.0,17.0,78.0,10105.0,
2021-08-06,Friday,August,2021,31,1106.8,443,297.0,92,368.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,176.0,221.0,138.0,36.0,7.0,29.0,72.0,10081.0,
2021-08-07,Saturday,August,2021,31,1105.2,421,355.4,110,437.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,160.0,206.0,129.0,20.0,6.0,16.0,83.0,10075.0,
2021-08-08,Sunday,August,2021,31,1259.4,506,408.6,122,125.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,166.0,217.0,116.0,110.0,4.0,31.0,67.0,10132.0,
2021-08-09,Monday,August,2021,32,924.8,347,174.6,60,258.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,174.0,245.0,95.0,106.0,4.0,18.0,62.0,10190.0,
2021-08-10,Tuesday,August,2021,32,890.4,353,191.8,66,219.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,179.0,241.0,107.0,82.0,5.0,18.0,71.0,10185.0,
2021-08-11,Wednesday,August,2021,32,808.2,347,176.4,61,432.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,203.0,268.0,130.0,100.0,3.0,17.0,69.0,10190.0,
2021-08-12,Thursday,August,2021,32,818.2,308,154.6,56,414.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,218.0,298.0,133.0,127.0,4.0,13.0,66.0,10192.0,
2021-08-13,Friday,August,2021,32,799.8,302,168.6,50,337.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,234.0,296.0,172.0,95.0,4.0,22.0,66.0,10204.0,
2021-08-14,Saturday,August,2021,32,1090.2,376,288.6,86,371.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,231.0,296.0,157.0,130.0,1.0,16.0,67.0,10202.0,
2021-08-15,Sunday,August,2021,32,851.2,289,275.2,84,266.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,212.0,288.0,163.0,74.0,3.0,12.0,80.0,10144.0,
2021-08-16,Monday,August,2021,33,1015.8,387,294.2,99,303.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,187.0,220.0,115.0,36.0,6.0,49.0,72.0,10132.0,
2021-08-17,Tuesday,August,2021,33,963.6,379,263.4,89,462.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,140.0,188.0,91.0,72.0,6.0,31.0,70.0,10201.0,
2021-08-18,Wednesday,August,2021,33,1046.6,399,247.2,86,346.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,165.0,202.0,133.0,10.0,7.0,21.0,75.0,10182.0,
2021-08-19,Thursday,August,2021,33,965.6,351,245.0,88,543.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,180.0,211.0,151.0,6.0,7.0,15.0,71.0,10164.0,
2021-08-20,Friday,August,2021,33,1009.8,360,251.0,80,249.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,189.0,240.0,143.0,74.0,4.0,14.0,69.0,10169.0,
2021-08-21,Saturday,August,2021,33,1292.8,457,352.4,110,475.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,203.0,280.0,118.0,118.0,4.0,15.0,69.0,10174.0,
2021-08-22,Sunday,August,2021,33,882.0,307,306.0,95,269.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,169.0,208.0,134.0,8.0,6.0,22.0,86.0,10180.0,
2021-08-23,Monday,August,2021,34,891.6,332,197.8,66,283.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,165.0,210.0,136.0,28.0,6.0,19.0,81.0,10210.0,
2021-08-24,Tuesday,August,2021,34,994.0,352,256.7,87,282.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,149.0,184.0,113.0,30.0,4.0,34.0,79.0,10237.0,
2021-08-25,Wednesday,August,2021,34,1162.6,426,252.4,87,321.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,156.0,204.0,102.0,126.0,2.0,26.0,69.0,10204.0,
2021-08-26,Thursday,August,2021,34,697.4,257,221.8,72,161.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,141.0,180.0,107.0,17.0,6.0,31.0,76.0,10142.0,
2021-08-27,Friday,August,2021,34,1095.6,390,338.4,103,414.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,144.0,183.0,120.0,44.0,6.0,38.0,72.0,10158.0,
2021-08-28,Saturday,August,2021,34,1091.0,379,392.8,120,408.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,135.0,165.0,109.0,16.0,7.0,30.0,81.0,10174.0,
2021-08-29,Sunday,August,2021,34,717.2,275,224.2,65,152.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0,129.0,155.0,106.0,1.0,8.0,26.0,91.0,10171.0,
2021-08-30,Monday,August,2021,35,722.6,262,171.4,56,399.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,148.0,165.0,134.0,7.0,8.0,44.0,90.0,10162.0,
2021-08-31,Tuesday,August,2021,35,837.6,341,161.0,56,392.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,149.0,187.0,101.0,27.0,5.0,27.0,82.0,10216.0,
2021-09-01,Wednesday,September,2021,35,1004.2,386,222.6,76,288.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,140.0,207.0,80.0,66.0,3.0,16.0,79.0,10259.0,
2021-09-02,Thursday,September,2021,35,985.8,403,227.0,76,240.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,151.0,223.0,76.0,128.0,0.0,24.0,72.0,10247.0,
2021-09-03,Friday,September,2021,35,1075.6,405,312.8,97,193.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,161.0,245.0,81.0,128.0,0.0,14.0,70.0,10201.0,
2021-09-04,Saturday,September,2021,35,1423.4,560,381.8,114,355.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,166.0,248.0,85.0,124.0,0.0,12.0,69.0,10170.0,
2021-09-05,Sunday,September,2021,35,1212.8,465,381.6,107,144.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,173.0,251.0,96.0,120.0,2.0,14.0,68.0,10193.0,
2021-09-06,Monday,September,2021,36,1003.2,348,195.2,65,390.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,173.0,251.0,90.0,120.0,2.0,14.0,67.0,10227.0,
2021-09-07,Tuesday,September,2021,36,918.0,336,238.2,80,259.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,169.0,244.0,95.0,90.0,6.0,13.0,69.0,10230.0,
2021-09-08,Wednesday,September,2021,36,808.2,299,215.8,72,195.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,179.0,257.0,98.0,124.0,3.0,17.0,67.0,10172.0,
2021-09-09,Thursday,September,2021,36,926.4,328,248.8,83,253.4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,195.0,269.0,119.0,77.0,4.0,20.0,67.0,10134.0,
2021-09-10,Friday,September,2021,36,900.0,340,243.2,75,339.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,193.0,240.0,137.0,69.0,6.0,19.0,70.0,10155.0,
2021-09-11,Saturday,September,2021,36,1359.0,562,366.6,117,395.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,180.0,224.0,135.0,34.0,6.0,16.0,81.0,10183.0,
2021-09-12,Sunday,September,2021,36,1372.0,585,402.6,124,237.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,165.0,223.0,104.0,117.0,3.0,11.0,77.0,10187.0,
2021-09-13,Monday,September,2021,37,878.4,328,189.0,66,371.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,182.0,248.0,120.0,95.0,6.0,10.0,75.0,10171.0,
2021-09-14,Tuesday,September,2021,37,656.0,267,181.6,63,348.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,199.0,267.0,127.0,84.0,6.0,12.0,75.0,10149.0,
2021-09-15,Wednesday,September,2021,37,698.6,312,169.0,57,284.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,188.0,212.0,163.0,0.0,7.0,17.0,84.0,10138.0,
2021-09-16,Thursday,September,2021,37,854.6,320,250.8,84,263.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,159.0,179.0,115.0,11.0,7.0,26.0,84.0,10159.0,
2021-09-17,Friday,September,2021,37,1196.8,477,331.9,107,521.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,143.0,191.0,93.0,36.0,6.0,9.0,77.0,10171.0,
2021-09-18,Saturday,September,2021,37,1839.2,702,460.2,140,706.7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,139.0,213.0,70.0,115.0,2.0,12.0,76.0,10163.0,
2021-09-19,Sunday,September,2021,37,1430.0,548,482.6,155,195.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,142.0,197.0,76.0,93.0,4.0,22.0,76.0,10140.0,
2021-09-20,Monday,September,2021,38,814.8,325,213.2,74,237.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,138.0,173.0,111.0,9.0,6.0,17.0,80.0,10186.0,
2021-09-21,Tuesday,September,2021,38,905.0,385,238.8,82,201.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,126.0,159.0,72.0,45.0,6.0,21.0,70.0,10269.0,
2021-09-22,Wednesday,September,2021,38,1021.0,383,270.2,94,345.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,111.0,177.0,47.0,106.0,5.0,12.0,76.0,10289.0,
2021-09-23,Thursday,September,2021,38,1059.4,391,302.2,105,278.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,137.0,229.0,48.0,115.0,2.0,18.0,69.0,10218.0,
2021-09-24,Friday,September,2021,38,1181.2,449,321.6,103,230.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,149.0,226.0,85.0,115.0,1.0,18.0,72.0,10190.0,
2021-09-25,Saturday,September,2021,38,1665.2,661,499.8,152,366.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,162.0,261.0,68.0,98.0,4.0,11.0,72.0,10176.0,
2021-09-26,Sunday,September,2021,38,1022.4,416,442.5,128,324.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,173.0,219.0,127.0,30.0,6.0,16.0,80.0,10176.0,
2021-09-27,Monday,September,2021,39,885.6,344,251.4,89,215.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,171.0,219.0,122.0,69.0,6.0,13.0,76.0,10185.0,
2021-09-28,Tuesday,September,2021,39,1009.8,388,264.0,88,307.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,135.0,169.0,92.0,63.0,7.0,23.0,75.0,10229.0,
2021-09-29,Wednesday,September,2021,39,966.8,341,188.0,65,349.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,130.0,197.0,82.0,53.0,5.0,30.0,76.0,10209.0,
2021-09-30,Thursday,September,2021,39,1102.0,439,256.4,90,413.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,97.0,154.0,43.0,108.0,4.0,14.0,70.0,10287.0,
2021-10-01,Friday,October,2021,39,1201.0,456,390.2,120,789.8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,214.0,31.0,104.0,6.0,13.0,71.0,10217.0,0.0
2021-10-02,Saturday,October,2021,39,1741.6,634,571.7,173,614.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,159.0,227.0,95.0,81.0,7.0,18.0,69.0,10141.0,0.0
2021-10-03,Sunday,October,2021,39,1133.8,489,328.0,103,145.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,164.0,224.0,115.0,3.0,8.0,14.0,73.0,10077.0,0.0
2021-10-04,Monday,October,2021,40,755.4,297,232.8,79,219.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,122.0,134.0,107.0,0.0,8.0,16.0,87.0,10183.0,0.0
2021-10-05,Tuesday,October,2021,40,821.4,333,160.4,57,263.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,127.0,168.0,102.0,24.0,7.0,19.0,82.0,10124.0,0.0
2021-10-06,Wednesday,October,2021,40,848.8,334,244.4,83,408.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,106.0,148.0,75.0,41.0,6.0,31.0,75.0,10195.0,0.0
2021-10-07,Thursday,October,2021,40,884.2,333,246.0,80,207.9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,104.0,138.0,82.0,4.0,7.0,16.0,82.0,10269.0,0.0
2021-10-08,Friday,October,2021,40,1072.2,400,376.2,115,408.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,103.0,143.0,69.0,28.0,4.0,26.0,82.0,10278.0,0.0
2021-10-09,Saturday,October,2021,40,1709.8,646,544.6,166,459.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,159.0,44.0,106.0,1.0,25.0,74.0,10268.0,0.0
2021-10-10,Sunday,October,2021,40,1586.2,674,591.0,184,513.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,72.0,138.0,19.0,106.0,1.0,14.0,74.0,10272.0,0.0
2021-10-11,Monday,October,2021,41,922.4,374,298.6,98,164.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,71.0,138.0,-5.0,75.0,5.0,16.0,82.0,10268.0,0.0
2021-10-12,Tuesday,October,2021,41,553.0,197,169.2,60,242.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,89.0,115.0,64.0,4.0,7.0,25.0,85.0,10218.0,0.0
2021-10-13,Wednesday,October,2021,41,887.2,337,254.6,88,133.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,74.0,107.0,30.0,36.0,6.0,26.0,81.0,10246.0,0.0
2021-10-14,Thursday,October,2021,41,1126.0,467,303.0,106,304.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,74.0,147.0,15.0,87.0,4.0,12.0,79.0,10274.0,0.0
2021-10-15,Friday,October,2021,41,1212.3,450,495.8,148,504.45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,150.0,6.0,69.0,5.0,13.0,80.0,10207.0,0.0
2021-10-16,Saturday,October,2021,41,3386.2,1427,1184.4,363,782.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,83.0,142.0,31.0,42.0,4.0,12.0,86.0,10215.0,0.0
2021-10-18,Monday,October,2021,42,1114.8,444,231.4,78,410.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,82.0,141.0,43.0,47.0,7.0,12.0,86.0,10253.0,0.0
2021-10-19,Tuesday,October,2021,42,750.6,303,203.2,68,333.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,101.0,159.0,32.0,4.0,6.0,12.0,85.0,10245.0,0.0
2021-10-20,Wednesday,October,2021,42,1045.8,418,296.4,104,236.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,144.0,214.0,57.0,76.0,5.0,23.0,69.0,10148.0,0.0
2021-10-21,Thursday,October,2021,42,1031.6,461,312.6,110,390.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,124.0,154.0,67.0,68.0,6.0,58.0,68.0,10083.0,0.0
2021-10-22,Friday,October,2021,42,1330.8,479,481.8,145,473.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73.0,111.0,23.0,97.0,4.0,34.0,71.0,10206.0,0.0
2021-10-23,Saturday,October,2021,42,1799.6,730,555.6,168,590.2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71.0,124.0,1.0,59.0,4.0,17.0,73.0,10283.0,0.0
2021-10-24,Sunday,October,2021,42,1499.8,656,554.4,175,206.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.0,142.0,-17.0,100.0,0.0,12.0,77.0,10273.0,0.0
2021-10-25,Monday,October,2021,43,868.4,315,247.4,84,169.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,65.0,159.0,-8.0,65.0,4.0,10.0,79.0,10228.0,0.0
2021-10-26,Tuesday,October,2021,43,839.6,356,209.4,72,281.6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,87.0,154.0,45.0,28.0,6.0,11.0,85.0,10243.0,0.0
2021-10-27,Wednesday,October,2021,43,990.6,404,278.0,96,335.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,70.0,148.0,8.0,86.0,5.0,10.0,86.0,10270.0,0.0
2021-10-28,Thursday,October,2021,43,905.0,425,268.6,92,253.7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63.0,147.0,9.0,76.0,3.0,10.0,88.0,10218.0,0.0
2021-10-29,Friday,October,2021,43,1358.4,525,376.4,116,557.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,150.0,5.0,85.0,5.0,10.0,85.0,10151.0,0.0
2021-10-30,Saturday,October,2021,43,1352.4,548,491.4,146,566.4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,61.0,117.0,-6.0,19.0,5.0,9.0,89.0,10105.0,0.0
2021-10-31,Sunday,October,2021,43,1239.6,509,531.3,152,247.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,115.0,211.0,42.0,80.0,5.0,11.0,78.0,10087.0,0.0
2021-11-01,Monday,November,2021,44,912.4,347,370.4,121,487.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,89.0,132.0,34.0,1.0,7.0,16.0,88.0,10052.0,0.0
2021-11-02,Tuesday,November,2021,44,715.6,277,217.2,74,302.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,66.0,101.0,21.0,28.0,6.0,19.0,86.0,10039.0,0.0
2021-11-03,Wednesday,November,2021,44,684.0,259,172.0,60,268.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,62.0,94.0,23.0,0.0,8.0,13.0,88.0,10017.0,0.0
2021-11-04,Thursday,November,2021,44,567.8,225,216.8,73,215.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,56.0,72.0,44.0,2.0,7.0,29.0,83.0,10068.0,0.0
2021-11-05,Friday,November,2021,44,836.6,316,389.4,96,397.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,93.0,29.0,7.0,7.0,15.0,84.0,10220.0,0.0
2021-11-06,Saturday,November,2021,44,1473.2,547,486.6,142,608.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.0,54.0,2.0,5.0,7.0,11.0,97.0,10310.0,0.0
2021-11-07,Sunday,November,2021,44,1085.2,479,468.6,134,202.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53.0,107.0,2.0,24.0,7.0,26.0,84.0,10233.0,0.0
2021-11-08,Monday,November,2021,45,838.2,358,280.4,97,329.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48.0,91.0,-5.0,82.0,3.0,15.0,82.0,10239.0,0.0
2021-11-09,Tuesday,November,2021,45,1510.6,597,420.8,140,338.7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,94.0,-20.0,90.0,4.0,20.0,80.0,10276.0,0.0
2021-11-11,Thursday,November,2021,45,765.0,316,206.6,68,281.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,21.0,90.0,-25.0,81.0,2.0,11.0,89.0,10254.0,0.0
2021-11-12,Friday,November,2021,45,1250.8,510,484.8,127,400.05,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,11.0,63.0,-10.0,20.0,7.0,11.0,97.0,10219.0,0.0
2021-11-13,Saturday,November,2021,45,1127.6,488,487.2,146,541.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,44.0,88.0,1.0,2.0,8.0,12.0,93.0,10173.0,0.0
2021-11-14,Sunday,November,2021,45,1071.0,452,476.2,139,220.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76.0,95.0,51.0,1.0,8.0,27.0,89.0,10187.0,0.0
2021-11-15,Monday,November,2021,46,636.8,253,195.6,65,222.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61.0,75.0,51.0,0.0,8.0,30.0,86.0,10226.0,0.0
2021-11-16,Tuesday,November,2021,46,582.8,230,128.0,46,170.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49.0,55.0,45.0,0.0,8.0,14.0,85.0,10226.0,0.0
2021-11-17,Wednesday,November,2021,46,566.2,236,157.6,54,369.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,48.0,55.0,42.0,0.0,8.0,21.0,85.0,10239.0,0.0
2021-11-18,Thursday,November,2021,46,594.4,234,153.0,51,116.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,84.0,6.0,3.0,7.0,12.0,88.0,10312.0,0.0
2021-11-19,Friday,November,2021,46,1050.2,419,418.8,110,448.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33.0,74.0,-11.0,66.0,5.0,12.0,90.0,10333.0,0.0
2021-11-20,Saturday,November,2021,46,1385.2,594,520.6,155,630.2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49.0,70.0,20.0,5.0,8.0,13.0,91.0,10277.0,0.0
2021-11-21,Sunday,November,2021,46,1029.8,439,384.0,114,232.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,22.0,31.0,6.0,0.0,8.0,11.0,95.0,10153.0,0.0
2021-11-22,Monday,November,2021,47,455.6,166,178.4,60,308.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,41.0,57.0,3.0,0.0,8.0,31.0,88.0,10198.0,0.0
2021-11-23,Tuesday,November,2021,47,728.2,291,183.2,64,710.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,52.0,-42.0,79.0,1.0,23.0,77.0,10291.0,0.0
2021-11-24,Wednesday,November,2021,47,641.8,249,172.0,59,163.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-13.0,28.0,-65.0,76.0,3.0,20.0,84.0,10241.0,0.0
2021-11-25,Thursday,November,2021,47,664.4,260,153.4,55,231.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,18.0,-2.0,0.0,8.0,15.0,85.0,10127.0,0.0
2021-11-26,Friday,November,2021,47,686.0,264,325.5,76,375.7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,29.0,-2.0,1.0,8.0,19.0,83.0,10039.0,0.0
2021-11-27,Saturday,November,2021,47,1272.8,564,463.2,139,800.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,18.0,59.0,-27.0,18.0,6.0,23.0,81.0,9927.0,0.0
